new_key,date,cruise_id,station,temp,sal,o2_ctd,nh4,no2,no3,no3_no2,po4,si,avg_chl_a,avg_phaeo
2018-03-11_SV18067_41,2018-03-11,SV18067,41,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_42,2018-03-11,SV18067,42,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_45,2018-03-11,SV18067,45,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_46,2018-03-11,SV18067,46,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_47,2018-03-11,SV18067,47,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_48,2018-03-11,SV18067,48,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_49,2018-03-11,SV18067,49,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_50,2018-03-11,SV18067,50,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_51,2018-03-11,SV18067,51,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_52,2018-03-11,SV18067,52,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_57,2018-03-11,SV18067,57,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_57.1,2018-03-11,SV18067,57.1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_57.2,2018-03-11,SV18067,57.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_57.3,2018-03-11,SV18067,57.3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_CK1,2018-03-11,SV18067,CK1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-03-11_SV18067_CK2,2018-03-11,SV18067,CK2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_1,2018-04-30,WS18120,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_2,2018-04-30,WS18120,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_3,2018-04-30,WS18120,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_4,2018-04-30,WS18120,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_5,2018-04-30,WS18120,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_EKIN,2018-04-30,WS18120,EKIN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_EKMID,2018-04-30,WS18120,EKMID,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_EKOFF,2018-04-30,WS18120,EKOFF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-04-30_WS18120_MR,2018-04-30,WS18120,MR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_10,2018-05-01,WS18120,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_11,2018-05-01,WS18120,11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_12,2018-05-01,WS18120,12,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_13,2018-05-01,WS18120,13,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_14,2018-05-01,WS18120,14,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_15,2018-05-01,WS18120,15,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_16,2018-05-01,WS18120,16,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_17,2018-05-01,WS18120,17,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_18,2018-05-01,WS18120,18,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_19,2018-05-01,WS18120,19,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_20,2018-05-01,WS18120,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_21.5,2018-05-01,WS18120,21.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_21LK,2018-05-01,WS18120,21LK,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_22,2018-05-01,WS18120,22,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_22.5,2018-05-01,WS18120,22.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_23,2018-05-01,WS18120,23,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_24,2018-05-01,WS18120,24,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_7,2018-05-01,WS18120,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_8,2018-05-01,WS18120,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_9,2018-05-01,WS18120,9,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_UKIN,2018-05-01,WS18120,UKIN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_UKMID,2018-05-01,WS18120,UKMID,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_UKOFF,2018-05-01,WS18120,UKOFF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-01_WS18120_WS,2018-05-01,WS18120,WS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_30,2018-05-02,WS18120,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_30.5,2018-05-02,WS18120,30.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_32,2018-05-02,WS18120,32,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_33,2018-05-02,WS18120,33,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_34,2018-05-02,WS18120,34,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_39,2018-05-02,WS18120,39,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_40,2018-05-02,WS18120,40,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2018-05-02_WS18120_41,2018-05-02,WS18120,41,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_42,2018-05-02,WS18120,42,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_45,2018-05-02,WS18120,45,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_46,2018-05-02,WS18120,46,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_47,2018-05-02,WS18120,47,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_48,2018-05-02,WS18120,48,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_49,2018-05-02,WS18120,49,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_50,2018-05-02,WS18120,50,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_51,2018-05-02,WS18120,51,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_52,2018-05-02,WS18120,52,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_53,2018-05-02,WS18120,53,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_54,2018-05-02,WS18120,54,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_55,2018-05-02,WS18120,55,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_56,2018-05-02,WS18120,56,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-02_WS18120_57,2018-05-02,WS18120,57,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_57.1,2018-05-03,WS18120,57.1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_57.2,2018-05-03,WS18120,57.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_57.3,2018-05-03,WS18120,57.3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_58,2018-05-03,WS18120,58,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_59,2018-05-03,WS18120,59,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_60,2018-05-03,WS18120,60,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_61,2018-05-03,WS18120,61,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_62,2018-05-03,WS18120,62,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_63,2018-05-03,WS18120,63,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_65,2018-05-03,WS18120,65,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_66,2018-05-03,WS18120,66,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_67,2018-05-03,WS18120,67,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_68,2018-05-03,WS18120,68,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_69,2018-05-03,WS18120,69,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-05-03_WS18120_70,2018-05-03,WS18120,70,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_1,2018-06-22,SV18173,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_2,2018-06-22,SV18173,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_3,2018-06-22,SV18173,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_5.5,2018-06-22,SV18173,5.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_6,2018-06-22,SV18173,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_6.5,2018-06-22,SV18173,6.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_EKIN,2018-06-22,SV18173,EKIN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_EKMID,2018-06-22,SV18173,EKMID,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_EKOFF,2018-06-22,SV18173,EKOFF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-22_SV18173_MR,2018-06-22,SV18173,MR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_10,2018-06-23,SV18173,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_11,2018-06-23,SV18173,11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_12,2018-06-23,SV18173,12,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_13,2018-06-23,SV18173,13,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_14,2018-06-23,SV18173,14,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_15,2018-06-23,SV18173,15,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_15.5,2018-06-23,SV18173,15.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_16,2018-06-23,SV18173,16,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_17,2018-06-23,SV18173,17,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_18,2018-06-23,SV18173,18,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_19,2018-06-23,SV18173,19,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_20,2018-06-23,SV18173,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_21.5,2018-06-23,SV18173,21.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_21LK,2018-06-23,SV18173,21LK,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_22,2018-06-23,SV18173,22,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_22.5,2018-06-23,SV18173,22.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_7,2018-06-23,SV18173,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_8,2018-06-23,SV18173,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_9,2018-06-23,SV18173,9,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_9.5,2018-06-23,SV18173,9.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_UKIN,2018-06-23,SV18173,UKIN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_UKMID,2018-06-23,SV18173,UKMID,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_UKOFF,2018-06-23,SV18173,UKOFF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-23_SV18173_WS,2018-06-23,SV18173,WS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_23,2018-06-24,SV18173,23,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_24,2018-06-24,SV18173,24,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_30,2018-06-24,SV18173,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_30.5,2018-06-24,SV18173,30.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_31,2018-06-24,SV18173,31,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_32,2018-06-24,SV18173,32,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_33,2018-06-24,SV18173,33,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_34,2018-06-24,SV18173,34,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_39,2018-06-24,SV18173,39,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_40,2018-06-24,SV18173,40,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_41,2018-06-24,SV18173,41,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_42,2018-06-24,SV18173,42,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_45,2018-06-24,SV18173,45,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_46,2018-06-24,SV18173,46,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_47,2018-06-24,SV18173,47,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_48,2018-06-24,SV18173,48,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_49,2018-06-24,SV18173,49,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_50,2018-06-24,SV18173,50,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_51,2018-06-24,SV18173,51,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_52,2018-06-24,SV18173,52,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-24_SV18173_56,2018-06-24,SV18173,56,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_54,2018-06-25,SV18173,54,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_55,2018-06-25,SV18173,55,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_57,2018-06-25,SV18173,57,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_57.1,2018-06-25,SV18173,57.1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_57.2,2018-06-25,SV18173,57.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_57.3,2018-06-25,SV18173,57.3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_58,2018-06-25,SV18173,58,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_59,2018-06-25,SV18173,59,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_60,2018-06-25,SV18173,60,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_61,2018-06-25,SV18173,61,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_62,2018-06-25,SV18173,62,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_63,2018-06-25,SV18173,63,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_64,2018-06-25,SV18173,64,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_65,2018-06-25,SV18173,65,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_66,2018-06-25,SV18173,66,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_67,2018-06-25,SV18173,67,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_68,2018-06-25,SV18173,68,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_69,2018-06-25,SV18173,69,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-06-25_SV18173_70,2018-06-25,SV18173,70,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-08-06_WS18218_1,2018-08-06,WS18218,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-08-06_WS18218_2,2018-08-06,WS18218,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-08-06_WS18218_3,2018-08-06,WS18218,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-08-06_WS18218_4,2018-08-06,WS18218,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2018-08-06_WS18218_5,2018-08-06,WS18218,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
