cruise_id,station,lat_dec,lon_dec,station_type
WS17282,20,24.5744,81.4198,C
WS18008,20,24.5744,81.4185,F
SV18067,20,24.5719,81.418,F
WS18120,20,24.4184,81.4182,F
SV18173,20,24.5765,81.4188,F
WS18218,20,24.5759,81.4185,F
WS18285,20,24.5797,81.4182,F
WS18351,20,24.574,81.4184,F
WS19119,20,24.5785,81.419,F
WS19210,20,24.5767,81.4187,F
WS19266,20,24.5753,81.4188,F
WS19322,20,24.5753,81.4178,F
WS20006,20,24.5767,81.4193,F
WS20231,20,24.5722,81.4178,F
WS20279,20,24.5783,81.4195,F
WS20342,20,24.5765,81.4177,F
WS21032,20,24.5778,81.4185,F
WS21093,20,24.5727,81.4185,F
WS21151,20,24.5737,81.4186,F
WS21212,20,24.5741,81.4184,F
WS21278,20,24.5757,81.4176,F
WS21338,20,24.5751,81.4186,F
WS22022,20,24.5753,81.4185,F
WS22072,20,24.5749,81.4186,F
WS22141,20,24.5763,81.4186,F
WB22215,20,24.5755,81.4182,F
WS22281,20,24.5755,81.4186,F
WS22337,20,24.5738,81.4188,F
WS23011,20,24.5746,81.419,F
WS23061,20,24.5758,81.419,F
HG23138,20,24.5763,81.4182,F
WS23203,20,24.5754,81.4194,F
WS23259,20,24.576,81.4182,F
HG23314,20,24.5761,81.4182,F
HG24013,20,24.5759,81.4181,F
HG24062,20,24.5702,81.4187,F
WS24139,20,24.5773,81.4187,F
WS24205,20,24.575,81.4186,F
WS24258,20,24.5757,81.4182,F
WS24314,20,24.5746,81.4196,F
WS22281,21.25,24.4753,81.3997,F
WS14335,21.5,24.484,81.3922,F
WS15103,21.5,24.4832,81.3903,F
WS15148,21.5,24.4831,81.3914,F
WS15208,21.5,24.4843,81.3868,C
WS15264,21.5,24.4836,81.3906,F
WS16004,21.5,24.4838,81.3918,F
WS16074,21.5,24.4831,81.3915,F
WS16130,21.5,24.451,81.3617,F
WS16207,21.5,24.4815,81.3923,F
WS16263,21.5,24.4836,81.3911,F
WS16319,21.5,24.4841,81.3923,F
WS17030,21.5,24.4831,81.3912,F
WS17086,21.5,24.4826,81.3918,F
WS17170,21.5,24.4819,81.3921,F
WS17212,21.5,24.4789,81.39,F
WS17282,21.5,24.4817,81.3942,C
WS18008,21.5,24.4825,81.3911,F
SV18067,21.5,24.4857,81.3856,C
WS18120,21.5,24.4837,81.3918,F
SV18173,21.5,24.4829,81.391,F
WS18218,21.5,24.4828,81.391,F
WS18285,21.5,24.4832,81.3929,C
WS18351,21.5,24.4837,81.3915,F
WS19119,21.5,24.4823,81.3969,F
WS19210,21.5,24.4848,81.3915,F
WS19266,21.5,24.4813,81.3927,F
WS19322,21.5,24.4862,81.3918,C
WS20006,21.5,24.4777,81.3952,C
WS20231,21.5,24.4842,81.3912,F
WS20279,21.5,24.4837,81.3928,F
WS20342,21.5,24.4827,81.3947,F
WS21032,21.5,24.485,81.3915,F
WS21093,21.5,24.4835,81.3933,F
WS21151,21.5,24.4815,81.3906,F
WS21212,21.5,24.4848,81.3915,F
WS21278,21.5,24.4835,81.39,F
WS21338,21.5,24.4854,81.3918,F
WS22022,21.5,24.4846,81.3933,F
WS22072,21.5,24.4836,81.3918,F
WS22141,21.5,24.4855,81.391,F
WB22215,21.5,24.4923,81.3942,F
WS22281,21.5,24.4969,81.3917,F
WS22337,21.5,24.4836,81.3938,F
WS23011,21.5,24.4867,81.3933,F
WS23061,21.5,24.483,81.394,F
HG23138,21.5,24.4841,81.3929,F
WS23203,21.5,24.4842,81.3918,F
WS23259,21.5,24.4841,81.392,F
HG24013,21.5,24.4844,81.3926,F
HG24062,21.5,24.4829,81.3938,F
WS24139,21.5,24.485,81.3927,F
WS24205,21.5,24.4847,81.3926,F
WS24258,21.5,24.486,81.3935,F
WS24314,21.5,24.4833,81.3919,F
WS14335,21LK,24.5374,81.4132,F
WS15103,21LK,24.5372,81.4183,F
WS15148,21LK,24.5364,81.4159,C
WS15208,21LK,24.5385,81.4127,C
WS15264,21LK,24.5364,81.413,C
WS15320,21LK,24.5381,81.4142,C
WS16004,21LK,24.5372,81.4131,C
WS16074,21LK,24.5384,81.4134,C
WS16130,21LK,24.5387,81.4153,C
WS16207,21LK,24.538,81.4132,C
WS16263,21LK,24.5399,81.4102,C
WS16319,21LK,24.5439,81.42,C
WS17030,21LK,24.537,81.412,C
WS17086,21LK,24.5362,81.4124,C
WS17170,21LK,24.543,81.4223,C
WS17212,21LK,24.5363,81.413,C
WS17282,21LK,24.5326,81.415,C
WS18008,21LK,24.5359,81.4131,C
SV18067,21LK,24.5368,81.413,C
WS18120,21LK,24.537,81.4114,C
SV18173,21LK,24.5378,81.4133,C
WS18218,21LK,24.5378,81.4163,C
WS18285,21LK,24.5359,81.4133,C
WS18351,21LK,24.5355,81.4148,C
WS19028,21LK,24.5356,81.4146,C
WS19119,21LK,24.5363,81.4154,C
WS19210,21LK,24.5345,81.4125,C
WS19266,21LK,24.5347,81.4143,C
WS19322,21LK,24.5368,81.4115,C
WS20006,21LK,24.5347,81.4123,C
WS20231,21LK,24.5352,81.4145,C
WS20279,21LK,24.5373,81.4163,C
WS20342,21LK,24.5353,81.413,C
WS21032,21LK,24.5323,81.4145,C
WS21093,21LK,24.5352,81.414,C
WS21151,21LK,24.536,81.4119,C
WS21212,21LK,24.5351,81.4135,C
WS21278,21LK,24.5356,81.4157,C
WS21338,21LK,24.5362,81.4104,C
WS22022,21LK,24.5684,81.4136,C
WS22072,21LK,24.533,81.4152,C
WS22141,21LK,24.5327,81.4128,C
WB22215,21LK,24.5379,81.4143,C
WS22281,21LK,24.5352,81.4176,C
WS22337,21LK,24.5344,81.4133,C
WS23011,21LK,24.5353,81.4166,C
WS23061,21LK,24.5328,81.4141,C
HG23138,21LK,24.538,81.4132,C
WS23203,21LK,24.5355,81.414,C
WS23259,21LK,24.5357,81.4121,C
HG23314,21LK,24.5392,81.4143,C
HG24013,21LK,24.5384,81.4131,C
HG24062,21LK,24.5378,81.4147,C
WS24139,21LK,24.54,81.4152,C
WS24205,21LK,24.5302,81.413,C
WS24258,21LK,24.5351,81.4147,C
WS24314,21LK,24.5334,81.4138,C
WS14335,22,24.4558,81.8285,F
WS15103,22,24.4551,81.8284,F
WS15148,22,24.4571,81.8285,F
WS15208,22,24.4557,81.8292,C
WS15264,22,24.4557,81.8282,F
WS15320,22,24.4569,81.8281,F
WS16004,22,24.4552,81.8282,F
WS16074,22,24.4552,81.8286,F
WS16130,22,24.455,81.8286,F
WS16207,22,24.4549,81.8282,F
WS16263,22,24.457,81.8295,F
WS16319,22,24.4654,81.8282,F
WS17030,22,24.4563,81.828,F
WS17086,22,24.4574,81.8283,F
WS17170,22,24.4541,81.8285,F
WS17212,22,24.4563,81.8275,F
WS17282,22,24.4541,81.831,C
WS18008,22,24.4543,81.8281,F
SV18067,22,24.4567,81.8286,F
WS18120,22,24.4668,81.8281,F
SV18173,22,24.4522,81.8289,F
WS18218,22,24.4521,81.8286,F
WS18285,22,24.4552,81.8313,F
WS18285,22,24.4552,81.8313,C
WS18351,22,24.4551,81.8278,F
WS19028,22,24.4519,81.8279,F
WS19119,22,24.4583,81.8292,F
WS19210,22,24.4485,81.8301,F
WS19266,22,24.454,81.8295,F
WS19322,22,24.4572,81.8283,F
WS20006,22,24.4548,81.8285,F
WS20231,22,24.4565,81.8287,C
WS20279,22,24.4503,81.8315,F
WS20342,22,24.4548,81.828,F
WS21032,22,24.4563,81.8288,F
WS21093,22,24.4537,81.8292,F
WS21151,22,24.455,81.8286,F
WS21212,22,24.4525,81.8276,F
WS21278,22,24.4564,81.8284,F
WS21338,22,24.4528,81.8286,F
WS22022,22,24.4546,81.8286,F
WS22072,22,24.4549,81.8279,F
WS22141,22,24.4548,81.8286,F
WB22215,22,24.4563,81.8279,F
WS22281,22,24.4553,81.8275,F
WS22337,22,24.4562,81.8283,F
WS23011,22,24.4539,81.8286,F
WS23061,22,24.4571,81.8283,F
HG23138,22,24.4532,81.828,F
WS23203,22,24.4534,81.8278,F
WS23259,22,24.4539,81.8286,F
HG23314,22,24.455,81.8275,F
HG24013,22,24.4531,81.828,F
HG24062,22,24.4522,81.828,F
WS24139,22,24.4535,81.8288,F
WS24205,22,24.454,81.8281,F
WS24258,22,24.4524,81.8286,F
WS24314,22,24.4546,81.8283,F
WS14335,22.5,24.3961,81.8339,F
WS15103,22.5,24.3966,81.8301,F
WS15148,22.5,24.3964,81.829,F
WS15264,22.5,24.3965,81.8284,F
WS15320,22.5,24.3957,81.8316,F
WS16004,22.5,24.3962,81.8282,F
WS16074,22.5,24.3968,81.8293,F
WS16130,22.5,24.3968,81.8329,F
WS16207,22.5,24.3968,81.8321,F
WS16263,22.5,24.3968,81.8286,F
WS16319,22.5,24.3965,81.8285,F
WS17030,22.5,24.4029,81.8303,F
WS17086,22.5,24.396,81.8302,F
WS17170,22.5,24.3963,81.827,C
WS17212,22.5,24.4147,81.8279,F
WS17282,22.5,24.396,81.8294,C
WS18008,22.5,24.3952,81.8246,F
SV18067,22.5,24.3974,81.8272,F
WS18120,22.5,24.3983,81.8289,F
SV18173,22.5,24.3965,81.8287,F
WS18218,22.5,24.3969,81.8256,F
WS18351,22.5,24.3979,81.8276,F
WS19028,22.5,24.3998,81.8299,F
WS19119,22.5,24.3965,81.8237,F
WS19210,22.5,24.3995,81.8252,F
WS19266,22.5,24.3968,81.8245,F
WS19322,22.5,24.3972,81.8278,F
WS20006,22.5,24.3962,81.8282,F
WS20231,22.5,24.3962,81.8283,F
WS20279,22.5,24.3993,81.8253,F
WS21032,22.5,24.3992,81.8278,F
WS21093,22.5,24.3973,81.8278,F
WS21151,22.5,24.3975,81.8269,F
WS21212,22.5,24.3982,81.827,F
WS21278,22.5,24.4008,81.8289,F
WS21338,22.5,24.3971,81.8262,F
WS22022,22.5,24.3967,81.8281,F
WS22072,22.5,24.3963,81.828,F
WS22141,22.5,24.3964,81.8272,F
WB22215,22.5,24.3963,81.7781,F
WS22281,22.5,24.3975,81.8266,F
WS22337,22.5,24.3974,81.829,F
WS23011,22.5,24.3965,81.8271,F
WS23061,22.5,24.3985,81.8288,F
HG23138,22.5,24.3983,81.826,F
WS23203,22.5,24.3972,81.8288,F
WS23259,22.5,24.3973,81.8282,F
HG24013,22.5,24.3983,81.8263,F
HG24062,22.5,24.3992,81.8269,F
WS24139,22.5,24.405,81.8288,F
WS24205,22.5,24.397,81.8267,F
WS24258,22.5,24.3981,81.8259,F
WS24314,22.5,24.3975,81.8273,F
WS14335,23,24.4848,81.8293,F
WS15103,23,24.4887,81.8286,F
WS15148,23,24.4874,81.8245,F
WS15208,23,24.4876,81.8287,F
WS15264,23,24.4865,81.8283,F
WS15320,23,24.487,81.8285,F
WS16004,23,24.4847,81.8282,F
WS16074,23,24.4875,81.8286,F
WS16130,23,24.4868,81.8282,F
WS16207,23,24.4868,81.8283,F
WS16263,23,24.4879,81.8285,F
WS16319,23,24.4882,81.8285,F
WS17030,23,24.4875,81.8286,F
WS17086,23,24.4887,81.8287,F
WS17170,23,24.4872,81.8283,F
WS17212,23,24.4898,81.8286,F
WS17282,23,24.4871,81.8277,C
WS18008,23,24.4874,81.828,F
SV18067,23,24.4868,81.8267,F
WS18120,23,24.4864,81.8278,F
SV18173,23,24.4806,81.8279,F
WS18218,23,24.4841,81.8282,F
WS18285,23,24.4919,81.8275,F
WS18351,23,24.4858,81.8278,F
WS19028,23,24.4869,81.8281,F
WS19119,23,24.484,81.8283,F
WS19210,23,24.4857,81.8278,F
WS19266,23,24.4883,81.8282,F
WS19322,23,24.485,81.8282,F
WS20006,23,24.4842,81.8285,F
WS20231,23,24.4873,81.829,F
WS20279,23,24.4847,81.8277,F
WS20342,23,24.487,81.8282,F
WS21032,23,24.4903,81.8272,F
WS21093,23,24.4873,81.828,F
WS21151,23,24.4849,81.8277,F
WS21212,23,24.4834,81.8282,F
WS21278,23,24.4902,81.8282,F
WS21338,23,24.4852,81.8285,F
WS22022,23,24.4856,81.8281,F
WS22072,23,24.4868,81.8292,F
WS22141,23,24.4858,81.828,F
WB22215,23,24.4865,81.8283,F
WS22281,23,24.4844,81.8276,F
WS22337,23,24.489,81.8278,F
WS23011,23,24.4858,81.8286,F
WS23061,23,24.4886,81.8279,F
HG23138,23,24.4856,81.828,F
WS23203,23,24.4877,81.828,F
WS23259,23,24.4856,81.8278,F
HG23314,23,24.4865,81.8281,F
HG24013,23,24.4853,81.8277,F
HG24062,23,24.4858,81.8278,F
WS24139,23,24.487,81.8286,F
WS24205,23,24.4856,81.8283,F
WS24258,23,24.4855,81.8284,F
WS24314,23,24.487,81.829,F
WS14335,24,24.5379,81.829,F
WS15103,24,24.5325,81.8119,F
WS15148,24,24.537,81.8289,F
WS15208,24,24.5381,81.8277,F
WS15264,24,24.5363,81.8285,F
WS15320,24,24.535,81.8286,F
WS16004,24,24.5368,81.8283,F
WS16074,24,24.5379,81.8282,F
WS16130,24,24.5368,81.8283,F
WS16207,24,24.5367,81.8283,F
WS16263,24,24.5373,81.8276,F
WS16319,24,24.5368,81.828,F
WS17030,24,24.5362,81.8283,F
WS17086,24,24.5362,81.8231,F
WS17170,24,24.537,81.8284,F
WS17212,24,24.5377,81.8277,F
WS17282,24,24.5371,81.8292,C
WS18008,24,24.5364,81.828,F
SV18067,24,24.536,81.8282,F
WS18120,24,24.5359,81.828,F
SV18173,24,24.5368,81.8281,F
WS18218,24,24.5367,81.8286,F
WS18285,24,24.5396,81.8287,C
WS18351,24,24.5368,81.8283,F
WS19028,24,24.5361,81.8288,F
WS19119,24,24.5358,81.8282,F
WS19210,24,24.5383,81.8284,F
WS19266,24,24.5353,81.8285,F
WS19322,24,24.5355,81.828,F
WS20006,24,24.5362,81.828,F
WS20231,24,24.5373,81.829,C
WS20279,24,24.5363,81.8285,F
WS20342,24,24.5347,81.8285,F
WS21032,24,24.5385,81.8285,F
WS21093,24,24.536,81.8285,F
WS21151,24,24.5337,81.8281,F
WS21212,24,24.534300000000002,81.8286,F
WS21278,24,24.535,81.8283,F
WS21338,24,24.5358,81.8284,F
WS22022,24,24.5361,81.8281,F
WS22072,24,24.5372,81.8284,F
WS22141,24,24.5357,81.8282,F
WB22215,24,24.5366,81.8284,F
WS22281,24,24.5365,81.8287,F
WS22337,24,24.534300000000002,81.8292,F
WS23011,24,24.5364,81.8274,F
WS23061,24,24.5384,81.829,F
HG23138,24,24.5354,81.828,F
WS23203,24,24.5358,81.8288,F
WS23259,24,24.5355,81.8284,F
HG23314,24,24.5368,81.828,F
HG24013,24,24.5374,81.828,F
HG24062,24,24.5379,81.828,F
WS24139,24,24.5347,81.8284,F
WS24205,24,24.5357,81.8284,F
WS24258,24,24.535,81.8284,F
WS24314,24,24.5369,81.8289,F
WS14335,3,25.6458,80.0818,F
WS15103,3,25.6453,80.0853,C
WS15148,3,25.6437,80.0803,F
WS15208,3,25.645,80.0805,F
WS15264,3,25.6454,80.0797,F
WS15320,3,25.6471,80.0835,F
WS16004,3,25.645,80.0814,F
WS16074,3,25.6446,80.0826,F
WS16130,3,25.6444,80.0819,F
WS16207,3,25.6463,80.0834,F
WS16263,3,25.6449,80.0828,F
WS16319,3,25.6452,80.0836,F
WS17030,3,25.6452,80.0828,F
WS17086,3,25.6462,80.085,C
WS17170,3,25.6405,80.0856,C
WS17212,3,25.6422,80.0979,F
WS17282,3,25.6457,80.0829,C
WS18008,3,25.6452,80.0833,F
SV18067,3,25.6449,80.0831,C
WS18120,3,25.6475,80.0805,F
SV18173,3,25.5816,80.0843,F
WS18218,3,25.6447,80.0812,F
WS18285,3,25.6468,80.0826,F
WS18351,3,25.6444,80.082,F
WS19119,3,25.6452,80.084,F
WS19210,3,25.6445,80.0818,F
WS19266,3,25.6457,80.0815,F
WS19322,3,25.6432,80.0858,F
WS20006,3,25.6452,80.0848,F
WS20231,3,25.6453,80.083,C
WS20279,3,25.6457,80.0853,F
WS20342,3,25.6442,80.0837,F
WS21032,3,25.643,80.0847,F
WS21093,3,25.645,80.0827,F
WS21151,3,25.6449,80.0829,F
WS21212,3,25.6453,80.0823,F
WS21278,3,25.643,80.0843,F
WS21338,3,25.6451,80.0834,F
WS22022,3,25.6445,80.0842,F
WS22072,3,25.6454,80.0847,C
WS22141,3,25.6436,80.0847,F
WB22215,3,25.6415,80.0773,F
WS22281,3,25.6449,80.0845,F
WS22337,3,25.6386,80.0823,F
WS23011,3,25.6438,80.0874,F
WS23061,3,25.6459,80.0841,F
HG23138,3,25.6422,80.083,F
WS23203,3,25.6449,80.0832,F
WS23259,3,25.6456,80.0843,F
HG23314,3,25.644,80.083,F
HG24062,3,25.645,80.083,F
WS24139,3,25.6442,80.083,F
WS24205,3,25.6434,80.0841,F
WS24258,3,25.6464,80.0801,F
WS24314,3,25.6443,80.0835,F
WS14335,30,25.4024,82.21,C
WS15103,30,25.4042,82.2117,C
WS15148,30,25.4057,82.2113,C
WS15208,30,25.4052,82.2064,C
WS15264,30,25.3999,82.213,C
WS15320,30,25.4015,82.2191,C
WS16004,30,25.3984,82.21,C
WS16074,30,25.4003,82.2097,C
WS16130,30,25.4021,82.2098,C
WS16207,30,25.4006,82.2097,C
WS16263,30,25.4011,82.2105,C
WS16319,30,25.4013,82.2101,C
WS17030,30,25.4017,82.2095,C
WS17086,30,25.4014,82.2104,C
WS17170,30,25.3998,82.2084,C
WS17212,30,25.401,82.2113,C
WS17282,30,25.4012,82.2107,C
WS18008,30,25.4018,82.2105,C
WS18120,30,25.4018,82.2105,C
SV18173,30,25.4015,82.211,C
WS18218,30,25.401,82.2093,C
WS18285,30,25.4016,82.2104,C
WS19028,30,25.4018,82.2097,C
WS19119,30,25.4008,82.2077,C
WS19210,30,25.401,82.2091,C
WS19266,30,25.3993,82.2063,C
WS19322,30,25.399,82.2067,C
WS20006,30,25.4038,82.2055,C
WS20231,30,25.4037,82.2102,C
WS20279,30,25.4167,82.2068,C
WS20342,30,25.3995,82.2207,C
WS21032,30,25.4023,82.2075,C
WS21093,30,25.4027,82.2108,C
WS21151,30,25.4041,82.2098,C
WS21212,30,25.4014,82.2066,C
WS21278,30,25.3967,82.2074,C
WS21338,30,25.4026,82.2091,C
WS22022,30,25.4016,82.2083,C
WS22072,30,25.4033,82.2128,C
WS22141,30,25.3996,82.2098,C
WB22215,30,25.4021,82.2119,C
WS22281,30,25.4082,82.2101,C
WS22337,30,25.4017,82.2107,C
WS23011,30,25.3991,82.2081,C
WS23061,30,25.4025,82.2101,C
HG23138,30,25.4023,82.2101,C
WS23203,30,25.4,82.2072,C
WS23259,30,25.4006,82.2091,C
HG24013,30,25.4016,82.2089,C
HG24062,30,25.4019,82.21,C
WS24139,30,25.3993,82.2103,C
WS24205,30,25.402,82.2108,C
WS24258,30,25.3972,82.209,C
WS24314,30,25.3981,82.2083,C
WS14335,30.5,25.5713,82.075,F
WS15103,30.5,25.5778,82.0784,F
WS15148,30.5,25.5721,82.0731,F
WS15208,30.5,25.5691,82.0768,F
WS15264,30.5,25.5705,82.0735,F
WS15320,30.5,25.5715,82.0751,F
WS16004,30.5,25.5786,82.0664,F
WS16074,30.5,25.5715,82.0752,F
WS16130,30.5,25.5721,82.0748,F
WS16207,30.5,25.5749,82.0741,F
WS16263,30.5,25.5701,82.0759,F
WS16319,30.5,25.5732,82.0756,C
WS17030,30.5,25.5704,82.0751,F
WS17086,30.5,25.5761,82.0723,F
WS17170,30.5,25.5707,82.0751,F
WS17212,30.5,25.5709,82.0785,F
WS17282,30.5,25.5712,82.0738,C
WS18008,30.5,25.567,82.0801,F
SV18067,30.5,25.567,82.0801,F
WS18120,30.5,25.567,82.0801,F
SV18173,30.5,25.572,82.0743,F
WS18218,30.5,25.5725,82.0743,F
WS18285,30.5,25.5755,82.0701,F
WS19028,30.5,25.572,82.0752,F
WS19119,30.5,25.572,82.0762,F
WS19210,30.5,25.5728,82.0731,F
WS19266,30.5,25.572,82.075,F
WS19322,30.5,25.5738,82.075,F
WS20006,30.5,25.5718,82.0743,F
WS20231,30.5,25.5642,82.0783,F
WS20279,30.5,25.575,82.073,F
WS20342,30.5,25.5737,82.077,F
WS21032,30.5,25.5717,82.0757,F
WS21093,30.5,25.5715,82.0752,F
WS21151,30.5,25.572,82.0754,F
WS21212,30.5,25.5702,82.0762,F
WS21278,30.5,25.5715,82.0748,F
WS21338,30.5,25.5737,82.0732,F
WS22022,30.5,25.5765,82.0707,F
WS22072,30.5,25.5723,82.0738,F
WS22141,30.5,25.5712,82.0751,F
WB22215,30.5,25.5712,82.076,F
WS22281,30.5,25.5711,82.0734,F
WS22337,30.5,25.5712,82.0762,F
WS23011,30.5,25.5712,82.075,F
WS23061,30.5,25.5715,82.0758,F
HG23138,30.5,25.572,82.0749,F
WS23203,30.5,25.5714,82.0741,F
WS23259,30.5,25.5687,82.0706,F
HG24013,30.5,25.5711,82.0757,F
HG24062,30.5,25.5714,82.0756,F
WS24139,30.5,25.569,82.0783,F
WS24205,30.5,25.5723,82.0751,F
WS24258,30.5,25.571,82.0728,F
WS14335,31,25.7415,81.9451,C
WS15103,31,25.744,81.9451,C
WS15148,31,25.7419,81.9417,C
WS15208,31,25.7455,81.9388,C
WS15264,31,25.7424,81.9428,C
WS15320,31,25.7416,81.9442,C
WS16004,31,25.7409,81.9446,C
WS16074,31,25.7415,81.9437,C
WS16130,31,25.741,81.9433,C
WS16207,31,25.7404,81.9455,C
WS16263,31,25.7424,81.9435,C
WS16319,31,25.7405,81.9445,C
WS17030,31,25.7419,81.9429,C
WS17086,31,25.7411,81.943,C
WS17170,31,25.7412,81.9466,C
WS17212,31,25.7406,81.9444,C
WS17282,31,25.7416,81.9443,C
WS18008,31,25.7411,81.9401,C
SV18067,31,25.7414,81.9433,C
SV18173,31,25.7415,81.9437,C
WS18218,31,25.7402,81.9459,C
WS18285,31,25.7419,81.9424,C
WS19028,31,25.7418,81.943,C
WS19119,31,25.7398,81.9419,C
WS19210,31,25.7427,81.9432,C
WS19266,31,25.7408,81.945,C
WS19322,31,25.7392,81.9422,C
WS20006,31,25.7423,81.9427,C
WS20006,31,25.741,81.943,C
WS20231,31,25.743,81.944,C
WS20279,31,25.7568,81.9355,C
WS20342,31,25.7393,81.9413,C
WS21032,31,25.7412,81.9412,C
WS21093,31,25.7423,81.9458,C
WS21151,31,25.7415,81.9432,C
WS21212,31,25.7427,81.9427,C
WS21278,31,25.743,81.944,C
WS21338,31,25.7415,81.9431,C
WS22022,31,25.7403,81.9424,C
WS22072,31,25.7416,81.944,C
WS22141,31,25.742,81.9458,C
WB22215,31,25.7389,81.9449,C
WS22281,31,25.7403,81.9446,C
WS22337,31,25.7414,81.9437,C
WS23011,31,25.7401,81.9411,C
WS23061,31,25.7423,81.939,C
HG23138,31,25.7417,81.9431,C
WS23203,31,25.7396,81.9434,C
WS23259,31,25.7373,81.9438,C
HG23314,31,25.7425,81.9428,C
HG24013,31,25.7418,81.942,C
HG24062,31,25.7418,81.9436,C
WS24139,31,25.7412,81.9445,C
WS24205,31,25.7429,81.9457,C
WS24258,31,25.7409,81.9428,C
WS24314,31,25.7408,81.9391,C
WS14335,32,25.8726,81.8336,F
WS15103,32,25.8734,81.8331,F
WS15148,32,25.8729,81.8335,F
WS15208,32,25.8747,81.8315,F
WS15264,32,25.8734,81.8334,F
WS15320,32,25.8744,81.8322,F
WS16004,32,25.8739,81.8328,F
WS16074,32,25.8746,81.8298,F
WS16130,32,25.8734,81.8334,C
WS16207,32,25.8741,81.8331,F
WS16263,32,25.8713,81.8315,F
WS16319,32,25.872,81.8346,F
WS17030,32,25.8729,81.833,F
WS17086,32,25.8739,81.8326,F
WS17170,32,25.8725,81.8344,F
WS17212,32,25.8723,81.8349,F
WS17282,32,25.8727,81.8337,C
WS18008,32,25.8736,81.8343,F
SV18067,32,25.874,81.8326,F
WS18120,32,25.8508,81.8182,F
SV18173,32,25.8735,81.8327,F
WS18218,32,25.8728,81.8351,F
WS18285,32,25.8718,81.8341,F
WS19028,32,25.8718,81.8329,F
WS19119,32,25.8715,81.8327,F
WS19210,32,25.8735,81.8326,F
WS19266,32,25.8773,81.8345,F
WS19322,32,25.8758,81.8272,F
WS20006,32,25.8715,81.8355,F
WS20231,32,25.874,81.8367,F
WS20279,32,25.8737,81.8328,F
WS20342,32,25.8723,81.8392,F
WS21032,32,25.871,81.8358,F
WS21093,32,25.8693,81.8387,F
WS21151,32,25.8741,81.833,F
WS21212,32,25.8742,81.8338,F
WS21278,32,25.873,81.8332,F
WS21338,32,25.8733,81.8332,F
WS22022,32,25.8726,81.8331,F
WS22072,32,25.8727,81.8338,F
WS22141,32,25.8728,81.8324,F
WB22215,32,25.8721,81.8331,F
WS22281,32,25.8731,81.8337,F
WS22337,32,25.8722,81.8348,F
WS23011,32,25.8717,81.8308,F
WS23061,32,25.8709,81.8308,F
HG23138,32,25.8727,81.8334,F
WS23203,32,25.8736,81.8341,F
WS23259,32,25.8737,81.8348,F
HG23314,32,25.8735,81.8327,F
HG24013,32,25.8737,81.8324,F
HG24062,32,25.8732,81.8331,F
WS24139,32,25.8699,81.8344,F
WS24205,32,25.8747,81.8318,F
WS24258,32,25.8727,81.8318,F
WS24314,32,25.8724,81.8316,F
WS14335,33,25.9124,81.8008,C
WS15103,33,25.9138,81.8003,C
WS15148,33,25.912,81.7994,C
WS15208,33,25.9125,81.7961,C
WS15264,33,25.9121,81.8004,C
WS15320,33,25.9119,81.8005,C
WS16004,33,25.9124,81.8003,C
WS16074,33,25.9107,81.8007,C
WS16130,33,25.9112,81.8,C
WS16207,33,25.9113,81.8003,C
WS16263,33,25.9112,81.8005,C
WS16319,33,25.9111,81.801,C
WS17030,33,25.9123,81.7997,C
WS17086,33,25.9115,81.8002,C
WS17170,33,25.9118,81.8168,C
WS17212,33,25.9121,81.8002,C
WS17282,33,25.912,81.7993,C
WS18008,33,25.9114,81.7998,C
SV18067,33,25.913,81.7993,C
WS18120,33,25.9134,81.7986,C
SV18173,33,25.9111,81.8004,C
WS18218,33,25.9125,81.8008,C
WS18285,33,25.9118,81.7988,C
WS19028,33,25.9127,81.7992,C
WS19119,33,25.9118,81.8007,C
WS19210,33,25.9125,81.8006,C
WS19266,33,25.912,81.8015,C
WS19322,33,25.9062,81.7963,C
WS20006,33,25.9103,81.7985,C
WS20231,33,25.9113,81.8007,C
WS20279,33,25.9097,81.8003,F
WS20342,33,25.9113,81.7998,C
WS21032,33,25.9122,81.7997,C
WS21093,33,25.9098,81.8027,C
WS21151,33,25.9106,81.8022,C
WS21212,33,25.9139,81.7996,C
WS21278,33,25.9112,81.801,C
WS21338,33,25.9112,81.8001,C
WS22022,33,25.9113,81.7978,C
WS22072,33,25.9126,81.8008,C
WS22141,33,25.9083,81.8029,C
WB22215,33,25.9096,81.8029,C
WS22281,33,25.9135,81.7998,C
WS22337,33,25.9073,81.7988,C
WS23011,33,25.9097,81.797,C
WS23061,33,25.9105,81.8012,C
HG23138,33,25.913,81.7999,C
WS23203,33,25.9081,81.8034,C
WS23259,33,25.9118,81.7985,C
HG23314,33,25.9121,81.7995,C
HG24013,33,25.9112,81.8007,C
HG24062,33,25.9119,81.7999,C
WS24139,33,25.9116,81.7974,C
WS24205,33,25.9131,81.8028,C
WS24258,33,25.909300000000002,81.8005,C
WS24314,33,25.9085,81.8007,C
WS14335,34,25.9493,81.7675,F
WS15103,34,25.9497,81.7669,F
WS15148,34,25.9498,81.7671,F
WS15208,34,25.9503,81.7676,F
WS15264,34,25.9498,81.7667,F
WS15320,34,25.9479,81.7671,F
WS16004,34,25.9501,81.7666,F
WS16074,34,25.9508,81.7678,F
WS16130,34,25.95,81.7669,F
WS16207,34,25.9498,81.7668,F
WS16263,34,25.9497,81.7665,F
WS16319,34,25.9501,81.7675,F
WS17030,34,25.9498,81.7666,F
