CTDID,SiteID,Latitude,Longitude
WS22337_17,10,24.7875330000000,-80.8613540000000
WS23011_20,10,24.7873355000000,-80.8609098333333
WS23061_20,10,24.7883245000000,-80.8643971666667
HG23138_8,10,24.7880000000000,-80.8599333333333
WS23203_19,10,24.7872873333333,-80.8634083333333
WS23259_22,10,24.7889168333333,-80.8638023333333
HG23314_19,10,24.7866066666667,-80.8606783333333
HG24014_8,10,24.7887600000000,-80.8608000000000
HG24062_13,10,24.7862880000000,-80.8622630000000
WS10067_13,11,24.7530000000000,-80.8466666666667
WS10180_10,11,24.7565833333333,-80.8473666666667
WS11094_12,11,24.7525833333333,-80.8468666666667
WS11293_12,11,24.7553950000000,-80.8468000000000
WS11345_9,11,24.7539500000000,-80.8468000000000
WS12058_8,11,24.7522700000000,-80.8463166666667
WS12219_14,11,24.7466833330000,-80.8443500000000
WS14335_16,11,24.7538816666667,-80.8476966666667
WS15103_5,11,24.7533166666667,-80.8459333333333
WS15152_21,11,24.7535283333333,-80.8463933333333
WS15208_24,11,24.7535283333333,-80.8465600000000
WS15264_21,11,24.7528333333333,-80.8465583333333
WS15320_19,11,24.7532766666667,-80.8470600000000
WS16004_21,11,24.7531333333333,-80.8463666666667
WS16074_21,11,24.7554166666667,-80.8490333333333
WS16130_21,11,24.7524151666667,-80.8465383333333
WS16207_21,11,24.7574666666667,-80.8497666666667
WS16263_18,11,24.7536498333333,-80.8468545000000
WS16319_13,11,24.7533000000000,-80.8468000000000
WS17030_21,11,24.7529866666667,-80.8415288333333
WS17086_18,11,24.7548233333333,-80.8482021666667
WS17170_21,11,24.7520970000000,-80.8460161666667
WS17212_21,11,24.7527000000000,-80.8464500000000
WS17282_21,11,24.7535433333333,-80.8473816666667
SAV18067_19,11,24.7538000000000,-80.8480666666667
WS18120_16,11,24.7544500000000,-80.8469833333333
SAV18173_19,11,24.7551666666667,-80.8474333333333
WS18218_21,11,24.7530270000000,-80.8477640000000
WS18351_21,11,24.7522500000000,-80.8462166666667
WS19119_18,11,24.7521721666667,-80.8454080000000
WS19210_19,11,24.7539970000000,-80.8474190000000
WS19266_19,11,24.7492850000000,-80.8482830000000
WS19322_21,11,24.7543600000000,-80.8465830000000
WS20006_19,11,24.7537240000000,-80.8468530000000
WS20231_18,11,24.7527410000000,-80.8469750000000
WS20279_21,11,24.7514460000000,-80.8459430000000
WS20342_14,11,24.7538470000000,-80.8460960000000
WS21032_14,11,24.7532570000000,-80.8444180000000
WS21093_14,11,24.7535200000000,-80.8469416666667
WS21151_18,11,24.7584930000000,-80.8486370000000
WS21212_18,11,24.7535983333333,-80.8477600000000
WS21278_19,11,24.7469333333333,-80.8458333333333
WS21338_19,11,24.7535666666667,-80.8471500000000
WS22022_19,11,24.7535210000000,-80.8466753333333
WS22072_20,11,24.7530333333333,-80.8469733333333
WS22141_18,11,24.7526078333333,-80.8464448333333
WB22215_18,11,24.7511333333333,-80.8408833333333
WS22281_19,11,24.7536141666667,-80.8469442500000
WS22337_18,11,24.7573490000000,-80.8487890000000
WS23011_19,11,24.7522935000000,-80.8463948333333
WS23061_19,11,24.7526026666667,-80.8465801666667
HG23138_9,11,24.7546833333333,-80.8469000000000
WS23203_18,11,24.7538311666667,-80.8466888333333
WS23259_21,11,24.7526125000000,-80.8471838333333
HG23314_20,11,24.7539883333333,-80.8478416666667
HG24014_9,11,24.7531300000000,-80.8468500000000
HG24062_14,11,24.7481550000000,-80.8451880000000
WS10067_12,12,24.7126333333333,-80.8341000000000
WS11094_11,12,24.7171000000000,-80.8329166666667
WS11158_12,12,24.7132666666667,-80.8345333333333
WS11293_13,12,24.7119666666667,-80.8328000000000
WS11345_10,12,24.7126200000000,-80.8316200000000
WS12058_9,12,24.7124500000000,-80.8333500000000
WS12156_10,12,24.7121166660000,-80.8319333330000
WS12219_15,12,24.7132666660000,-80.8341166660000
WS14335_18,12,24.7131683333333,-80.8356861666667
WS15103_21,12,24.7115333333333,-80.8300833333333
WS15152_20,12,24.7128833333333,-80.8332166666667
WS15208_23,12,24.7155066666667,-80.8334100000000
WS15264_20,12,24.7464033333333,-80.8325716666667
WS15320_20,12,24.7120400000000,-80.8326916666667
WS16004_20,12,24.7130166666667,-80.8314166666667
WS16074_20,12,24.7134166666667,-80.8316166666667
WS16130_20,12,24.7131533333333,-80.8321116666667
WS16207_20,12,24.7133166666667,-80.8315833333333
WS16263_17,12,24.7133928333333,-80.8313700000000
WS16319_12,12,24.7124000000000,-80.8314000000000
WS17030_20,12,24.7125556666667,-80.8311145000000
WS17086_17,12,24.7139166666667,-80.8316383333333
WS17170_20,12,24.7129735000000,-80.8287841666667
WS17212_20,12,24.7132000000000,-80.8308500000000
WS17282_20,12,24.7130200000000,-80.8294433333333
WS18008_10,12,24.7138166666667,-80.8333666666667
SAV18067_18,12,24.7113000000000,-80.8323666666667
WS18120_15,12,24.7144000000000,-80.8225000000000
SAV18173_18,12,24.7117333333333,-80.8313000000000
WS18218_20,12,24.7116670000000,-80.8293400000000
WS18351_20,12,24.7128833333333,-80.8311833333333
WS19119_19,12,24.7122753333333,-80.8333293333333
WS19210_18,12,24.7130090000000,-80.8326170000000
WS19266_18,12,24.7118900000000,-80.8344250000000
WS19322_20,12,24.7127900000000,-80.8359880000000
WS20006_18,12,24.7128580000000,-80.8323150000000
WS20231_17,12,24.7128850000000,-80.8330530000000
WS20279_20,12,24.7128110000000,-80.8304350000000
WS20342_31,12,24.7152910000000,-80.8287260000000
WS21032_32,12,24.7147330000000,-80.8323040000000
WS21093_32,12,24.7130520000000,-80.8305610000000
WS21151_17,12,24.7138980000000,-80.8345190000000
WS21212_17,12,24.7157033333333,-80.8301033333333
WS21278_20,12,24.7129000000000,-80.8346833333333
WS21338_18,12,24.7124166666667,-80.8320166666667
WS22022_18,12,24.7126761666667,-80.8328165000000
WS22072_21,12,24.7132098333333,-80.8320840000000
WS22141_17,12,24.7134883333333,-80.8345605000000
WB22215_17,12,24.7133166666667,-80.8295000000000
WS22281_18,12,24.7133973333333,-80.8303731666667
WS22337_19,12,24.7125410000000,-80.8320580000000
WS23011_18,12,24.7137860000000,-80.8314010000000
WS23061_18,12,24.7132180000000,-80.8305593333333
HG23138_10,12,24.7129833333333,-80.8312166666667
WS23203_17,12,24.7128633333333,-80.8321421666667
WS23259_20,12,24.7131003333333,-80.8313363333333
HG23314_21,12,24.7172000000000,-80.8347650000000
HG24014_10,12,24.7137330000000,-80.8309980000000
HG24062_15,12,24.7135730000000,-80.8320450000000
WS10180_12,13,24.7001000000000,-81.0251166666667
WS11158_13,13,24.7016666666667,-81.0291500000000
WS11293_14,13,24.7012333333333,-81.0293166666667
WS11345_11,13,24.7006166666667,-81.0303500000000
WS12058_10,13,24.7014666666667,-81.0287666666667
WS12219_16,13,24.7000166660000,-81.0312000000000
WS14335_22,13,24.7007700000000,-81.0299983333333
WS15103_22,13,24.7016000000000,-81.0304333333333
WS15152_23,13,24.7013816666667,-81.0298983333333
WS15208_26,13,24.7016683333333,-81.0283666666667
WS15264_23,13,24.7019666666667,-81.0304033333333
WS15320_24,13,24.7025166666667,-81.0301783333333
WS16004_23,13,24.7011166666667,-81.0296500000000
WS16074_23,13,24.7019333333333,-81.0302500000000
WS16130_23,13,24.7017066666667,-81.0295975000000
WS16207_23,13,24.7014016666667,-81.0303900000000
WS16263_20,13,24.7014093333333,-81.0298161666667
WS16319_15,13,24.7005000000000,-81.0306000000000
WS17030_23,13,24.7012176666667,-81.0297793333333
WS17086_20,13,24.6969550000000,-81.0309550000000
WS17170_23,13,24.6838018333333,-81.0271050000000
WS17212_23,13,24.7010125000000,-81.0303003333333
WS17282_23,13,24.7020266666667,-81.0302083333333
WS18120_18,13,24.7017000000000,-81.0322500000000
SAV18173_24,13,24.7013500000000,-81.0299666666667
WS18218_23,13,24.7011780000000,-81.0311420000000
WS18351_23,13,24.7010833333333,-81.0290666666667
WS19119_23,13,24.7011539166667,-81.0290242500000
WS19210_21,13,24.6987670000000,-81.0311550000000
WS19266_21,13,24.7004340000000,-81.0280940000000
WS19322_23,13,24.7011830000000,-81.0303910000000
WS20006_21,13,24.7008420000000,-81.0281070000000
WS20231_20,13,24.7012520000000,-81.0285790000000
WS20279_23,13,24.6990600000000,-81.0298880000000
WS20342_16,13,24.7006950000000,-81.0279950000000
WS21032_16,13,24.7015560000000,-81.0280540000000
WS21093_16,13,24.7033280000000,-81.0196060000000
WS21151_20,13,24.7009830000000,-81.0309410000000
WS21212_20,13,24.7018850000000,-81.0289466666667
WS21278_24,13,24.7017666666667,-81.0298166666667
WS21338_21,13,24.7015166666667,-81.0298166666667
WS22022_21,13,24.7004888333333,-81.0317220000000
WS22072_18,13,24.7016296666667,-81.0298605000000
WS22141_20,13,24.7020551666667,-81.0290300000000
WB22215_16,13,24.6978833333333,-81.0289000000000
WS22281_21,13,24.7020863333333,-81.0297610000000
WS22337_16,13,24.7015240000000,-81.0284900000000
WS23011_14,13,24.7016878333333,-81.0308636666667
WS23061_21,13,24.7015946666667,-81.0292373333333
HG23138_7,13,24.6991666666667,-81.0303833333333
WS23203_20,13,24.7010463333333,-81.0298810000000
WS23259_23,13,24.7011291666667,-81.0296645000000
HG23314_22,13,24.7015616666667,-81.0276250000000
HG24014_7,13,24.7003670000000,-81.0305300000000
HG24062_12,13,24.6991520000000,-81.0304570000000
WS10180_11,14,24.6750000000000,-81.0239500000000
WS11293_15,14,24.6759000000000,-81.0244166666667
WS11345_12,14,24.6749000000000,-81.0224000000000
WS12058_11,14,24.6760833333333,-81.0243166666667
WS12219_17,14,24.6749333330000,-81.0228333330000
WS14335_21,14,24.6753316666667,-81.0243816666667
WS15103_23,14,24.6752833333333,-81.0235166666667
WS15152_24,14,24.6750266666667,-81.0231650000000
WS15208_27,14,24.6753333333333,-81.0235833333333
WS15264_24,14,24.6758773333333,-81.0231650000000
WS15320_23,14,24.6750166666667,-81.0237950000000
WS16004_24,14,24.6749000000000,-81.0232000000000
WS16074_24,14,24.6745166666667,-81.0236666666667
WS16130_24,14,24.6756875000000,-81.0234711666667
WS16207_24,14,24.6773000000000,-81.0245166666667
WS16263_21,14,24.6752055000000,-81.0230948333333
WS16319_16,14,24.6751000000000,-81.0230000000000
WS17030_24,14,24.6748183333333,-81.0230515000000
WS17086_21,14,24.6770166666667,-81.0242666666667
WS17170_24,14,24.6755245000000,-81.0240850000000
WS17212_24,14,24.6747483333333,-81.0189650000000
WS17282_24,14,24.6770083333333,-81.0233683333333
SAV18067_20,14,24.6751500000000,-81.0231666666667
WS18120_19,14,24.6738166666667,-81.0228833333333
SAV18173_23,14,24.6747833333333,-81.0234000000000
WS18218_24,14,24.6759870000000,-81.0241130000000
WS18351_24,14,24.6754000000000,-81.0227333333333
WS19119_22,14,24.6758523333333,-81.0231879166667
WS19210_22,14,24.6765650000000,-81.0251520000000
WS19266_22,14,24.6772820000000,-81.0249790000000
WS19322_24,14,24.6769410000000,-81.0253760000000
WS20006_22,14,24.6779990000000,-81.0257320000000
WS20231_21,14,24.6756680000000,-81.0250570000000
WS20279_24,14,24.6767490000000,-81.0255370000000
WS20342_17,14,24.6744730000000,-81.0234090000000
WS21032_17,14,24.6749200000000,-81.0242840000000
WS21093_17,14,24.6729620000000,-81.0240870000000
WS21151_21,14,24.6751850000000,-81.0238370000000
WS21212_21,14,24.6733833333333,-81.0234116666667
WS21278_23,14,24.6740500000000,-81.0234666666667
WS21338_22,14,24.6750666666667,-81.0235166666667
WS22022_22,14,24.6739060000000,-81.0224233333333
WS22072_17,14,24.6745280000000,-81.0232813333333
WS22141_21,14,24.6745285000000,-81.0235815000000
WB22215_15,14,24.6770833333333,-81.0205666666667
WS22281_22,14,24.6754500000000,-81.0235560000000
WS22337_15,14,24.6743250000000,-81.0228010000000
WS23011_15,14,24.6751883333333,-81.0234720000000
WS23061_22,14,24.6751693333333,-81.0234751666667
HG23138_6,14,24.6752166666667,-81.0233833333333
WS23203_21,14,24.6757576666667,-81.0243115000000
WS23259_24,14,24.6750938333333,-81.0236796666667
HG23314_23,14,24.6759416666667,-81.0245283333333
HG24014_6,14,24.6749900000000,-81.0233000000000
HG24062_11,14,24.6714620000000,-81.0223730000000
WS11158_14,15,24.6440666666667,-81.0168333333333
WS11293_16,15,24.6437500000000,-81.0167166666667
WS11345_13,15,24.6436166666667,-81.0165000000000
WS12058_12,15,24.6421500000000,-81.0160166666667
WS12219_18,15,24.6431833330000,-81.0174666660000
WS14335_20,15,24.6435283333333,-81.0182683333333
WS15103_24,15,24.6436166666667,-81.0160000000000
WS15152_25,15,24.6430650000000,-81.0171033333333
WS15208_28,15,24.6418666666667,-81.0167000000000
WS15264_25,15,24.6436150000000,-81.0013266666667
WS15320_22,15,24.6433050000000,-81.0171233333333
WS16004_25,15,24.6438500000000,-81.0326000000000
WS16074_25,15,24.6437333333333,-81.0167000000000
WS16130_25,15,24.6441826666667,-81.0167946666667
WS16207_25,15,24.6435000000000,-81.0166633333333
WS16263_22,15,24.6432000000000,-81.0165206666667
WS16319_17,15,24.6431000000000,-81.0165000000000
WS17030_25,15,24.6440850000000,-81.0165233333333
WS17086_22,15,24.6431700000000,-81.0163933333333
WS17170_25,15,24.6454883333333,-81.0165020000000
WS17212_25,15,24.6418000000000,-81.0183101666667
WS17282_25,15,24.6453250000000,-81.0173900000000
SAV18067_21,15,24.6440166666667,-81.0152333333333
WS18120_20,15,24.6437333333333,-81.0166333333333
SAV18173_22,15,24.6429833333333,-81.0169166666667
WS18218_25,15,24.6437820000000,-81.0170070000000
WS18351_25,15,24.6432666666667,-81.0166833333333
WS19119_21,15,24.6403191666667,-81.0161532500000
WS19210_23,15,24.6451790000000,-81.0159680000000
WS19266_23,15,24.6447960000000,-81.0157170000000
WS19322_25,15,24.6459650000000,-81.0172030000000
WS20006_23,15,24.6443380000000,-81.0160190000000
WS20231_22,15,24.6429370000000,-81.0156430000000
WS20279_25,15,24.6425050000000,-81.0154090000000
WS20342_29,15,24.6434440000000,-81.0160970000000
WS21032_30,15,24.6429800000000,-81.0171800000000
WS21093_31,15,24.6455720000000,-81.0087750000000
WS21151_22,15,24.6450590000000,-81.0169950000000
WS21212_22,15,24.6431383333333,-81.0160900000000
WS21278_22,15,24.6462500000000,-81.0136833333333
WS21338_23,15,24.6436666666667,-81.0167000000000
WS22022_23,15,24.6423825000000,-81.0156498333333
WS22072_16,15,24.6459916666667,-81.0142955000000
WS22141_22,15,24.6437251666667,-81.0167423333333
WB22215_14,15,24.6414333333333,-81.0194333333333
WS22281_23,15,24.6441980000000,-81.0157801666667
WS22337_14,15,24.6431670000000,-81.0155240000000
WS23011_16,15,24.6432395000000,-81.0148008333333
WS23061_23,15,24.6442010000000,-81.0161736666667
HG23138_5,15,24.6415166666667,-81.0168166666667
WS23203_22,15,24.6434358333333,-81.0164913333333
WS23259_25,15,24.6434758333333,-81.0154068333333
HG23314_24,15,24.6483283333333,-81.0195866666667
HG24014_5,15,24.6399900000000,-81.0150900000000
HG24062_10,15,24.6416970000000,-81.0161450000000
WS11293_17,15.5,24.5920000000000,-80.9918166666667
WS11345_14,15.5,24.5920166666667,-80.9914000000000
WS12058_13,15.5,24.5921500000000,-80.9918000000000
WS12219_19,15.5,24.5890666660000,-80.9962000000000
WS14335_19,15.5,24.5924500000000,-80.9105300000000
WS15103_25,15.5,24.5918166666667,-80.9919000000000
WS15152_26,15.5,24.5919666666667,-80.9913333333333
WS15208_29,15.5,24.5927666666667,-80.9903333333333
WS15264_26,15.5,24.5924216666667,-80.9913366666667
WS15320_21,15.5,24.5910950000000,-80.9914383333333
WS16004_26,15.5,24.5918166666667,-80.9911833333333
WS16074_26,15.5,24.5913500000000,-80.9925166666667
WS16130_26,15.5,24.5923133333333,-80.9917200000000
WS16207_26,15.5,24.5933166666667,-80.9922666666667
WS16263_23,15.5,24.5912993333333,-80.9905491666667
WS16319_18,15.5,24.5920000000000,-80.9917000000000
WS17030_26,15.5,24.5917546666667,-80.9926726666667
WS17086_23,15.5,24.5955200000000,-80.9929066666667
WS17170_26,15.5,24.5933821666667,-80.9936611666667
WS17212_26,15.5,24.5902833333333,-80.9909405000000
WS17282_26,15.5,24.5949666666667,-80.9939833333333
SAV18067_22,15.5,24.5918166666667,-80.9915333333333
SAV18173_21,15.5,24.5916666666667,-80.9914166666667
WS18218_26,15.5,24.5902700000000,-80.9936000000000
WS18351_26,15.5,24.5926333333333,-80.9917333333333
WS19119_20,15.5,24.5918895833333,-80.9894890833333
WS19210_24,15.5,24.5912910000000,-80.9908470000000
WS19266_24,15.5,24.5925500000000,-80.9897550000000
WS19322_26,15.5,24.5888440000000,-80.9946700000000
WS20006_24,15.5,24.5924010000000,-80.9910650000000
WS20231_23,15.5,24.5917420000000,-80.9916420000000
WS20279_26,15.5,24.5984460000000,-80.9944280000000
WS20342_30,15.5,24.5918710000000,-80.9916500000000
WS21032_31,15.5,24.5954220000000,-80.9889130000000
WS21093_30,15.5,24.5924430000000,-80.9929180000000
WS21151_23,15.5,24.5912480000000,-80.9926970000000
WS21212_23,15.5,24.5917250000000,-80.9906516666667
WS21278_21,15.5,24.5924000000000,-80.9910500000000
WS21338_24,15.5,24.5926666666667,-80.9911000000000
WS22022_24,15.5,24.5927091666667,-80.9917195000000
WS22072_15,15.5,24.5917053333333,-80.9926231666667
WS22141_23,15.5,24.5981726666667,-80.9982308333333
WB22215_13,15.5,24.5916833333333,-80.9936666666667
WS22281_24,15.5,24.5917935000000,-80.9911606666667
WS22337_13,15.5,24.5915290000000,-80.9933210000000
WS23011_17,15.5,24.5922905000000,-80.9923068333333
WS23061_24,15.5,24.5921951666667,-80.9916541666667
HG23138_4,15.5,24.5925833333333,-80.9907666666667
WS23203_23,15.5,24.5922161666667,-80.9913501666667
WS23259_26,15.5,24.5935666666667,-80.9910446666667
HG24014_4,15.5,24.5921500000000,-80.9909500000000
HG24062_9,15.5,24.5920480000000,-80.9930820000000
WS10067_17,16,24.6736333333333,-81.2035833333333
WS10180_13,16,24.6735166666667,-81.2022333333333
WS11052_10,16,24.6730666666667,-81.2046833333333
WS11094_14,16,24.6701166666667,-81.2074333333333
WS11158_15,16,24.6657166666667,-81.1956166666667
WS11293_18,16,24.6754833333333,-81.2046500000000
WS11345_15,16,24.6734333333333,-81.2042000000000
WS12058_14,16,24.6733000000000,-81.2010333333333
WS12156_11,16,24.6731666660000,-81.2029000000000
WS12219_20,16,24.6648500000000,-81.1970166660000
WS14335_23,16,24.6719333333333,-81.2028666666667
WS15103_26,16,24.6762666666667,-81.2064000000000
WS15152_29,16,24.6741333333333,-81.2060000000000
WS15208_30,16,24.6688833333333,-81.2017333333333
WS15264_29,16,24.6732750000000,-81.2032600000000
WS15320_25,16,24.6742650000000,-81.2044500000000
WS16004_29,16,24.6748666666667,-81.2033500000000
WS16074_29,16,24.6743050000000,-81.2041500000000
WS16130_29,16,24.6719766666667,-81.1835666666667
WS16207_29,16,24.6712333333333,-81.2056000000000
WS16263_26,16,24.6720283333333,-81.2054933333333
WS16319_21,16,24.6719000000000,-81.2049000000000
WS17030_29,16,24.6728816666667,-81.2039686666667
WS17086_26,16,24.6746116666667,-81.2050116666667
WS17170_29,16,24.6748450000000,-81.2049000000000
WS17212_29,16,24.6755583333333,-81.2049666666667
WS17282_29,16,24.6764483333333,-81.2061733333333
WS18008_13,16,24.6733983333333,-81.2046631666667
SAV18067_25,16,24.6623000000000,-81.1997666666667
WS18120_23,16,24.6722166666667,-81.2048500000000
SAV18173_27,16,24.6728666666667,-81.2044166666667
WS18218_29,16,24.6692460000000,-81.2025910000000
WS18285_17,16,24.6713680000000,-81.2054130000000
WS18351_29,16,24.6715961666667,-81.2036761666667
WS19119_24,16,24.6709692500000,-81.2024771666667
WS19210_27,16,24.6685300000000,-81.2030510000000
WS19266_27,16,24.6694670000000,-81.2032750000000
WS19322_29,16,24.6716060000000,-81.1987350000000
WS20006_27,16,24.6689660000000,-81.2029720000000
WS20231_26,16,24.6700270000000,-81.2013910000000
WS20279_29,16,24.6698810000000,-81.2022260000000
WS20342_19,16,24.6691000000000,-81.2017470000000
WS21032_18,16,24.6697050000000,-81.2015570000000
WS21093_19,16,24.6707290000000,-81.2008100000000
WS21212_26,16,24.6713900000000,-81.2023866666667
WS21278_27,16,24.6700166666667,-81.2018500000000
WS21338_27,16,24.6676816666667,-81.2031918333333
WS22022_27,16,24.6699900000000,-81.2028433333333
WS22072_12,16,24.6720601666667,-81.2028780000000
WS22141_26,16,24.6715865000000,-81.2036955000000
WB22215_11,16,24.6632000000000,-81.2025000000000
WS22281_27,16,24.6696763333333,-81.2048685000000
WS22337_10,16,24.6707460000000,-81.2029830000000
WS23011_1,16,24.6704678333333,-81.0362043333333
WS23061_27,16,24.6699013333333,-81.2011898333333
HG23138_1,16,24.6696833333333,-81.2021333333333
WS23203_26,16,24.6705420000000,-81.2036356666667
WS23259_29,16,24.6710601666667,-81.2031118333333
HG23314_25,16,24.6698783333333,-81.2041883333333
HG24014_1,16,24.6711080000000,-81.2056400000000
HG24062_1,16,24.6713750000000,-81.2053050000000
WS10067_16,17,24.6351833333333,-81.1858833333333
WS10180_14,17,24.6351833333333,-81.1941166666667
WS11052_9,17,24.6361000000000,-81.1937666666667
WS11094_15,17,24.6349000000000,-81.1951166666667
WS11158_16,17,24.6353833333333,-81.1973666666667
WS11293_19,17,24.6344166666667,-81.1949000000000
WS11345_16,17,24.6345833333333,-81.1952666666667
WS12058_15,17,24.6338166666667,-81.1972333333333
WS12156_12,17,24.6353833330000,-81.1924666660000
WS12219_21,17,24.6350000000000,-81.1957500000000
WS14335_24,17,24.6339966666667,-81.1934516666667
WS15103_27,17,24.6385833333333,-81.1943333333333
WS15152_28,17,24.6402650000000,-81.1950900000000
WS15208_31,17,24.6328350000000,-81.1927000000000
WS15264_28,17,24.6346246666667,-81.1931900000000
WS15320_26,17,24.6343816666667,-81.1929550000000
WS16004_28,17,24.6346000000000,-81.1937666666667
WS16074_28,17,24.6350833333333,-81.1939000000000
WS16130_28,17,24.6363633333333,-81.1936783333333
