key,date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter
2014-12-04_WS1418_60,2014-12-04,WS1418,60,10,10,10,10,10,10,0,8,8,0,10,10,0,0,10,10,10,10
2014-12-04_WS1418_61,2014-12-04,WS1418,61,7,7,7,7,7,7,0,6,6,0,7,7,0,0,7,7,7,7
2014-12-04_WS1418_62,2014-12-04,WS1418,62,3,3,3,3,3,3,0,2,2,0,3,3,0,0,3,3,3,3
2014-12-04_WS1418_63,2014-12-04,WS1418,63,5,5,4,5,5,4,0,4,4,0,5,5,0,0,5,4,4,5
2014-12-04_WS1418_64,2014-12-04,WS1418,64,2,2,2,2,2,2,0,1,1,0,2,2,0,0,2,2,2,2
2014-12-04_WS1418_65,2014-12-04,WS1418,65,3,3,2,3,3,2,0,2,2,0,3,3,0,0,3,2,2,3
2014-12-04_WS1418_66,2014-12-04,WS1418,66,4,4,4,4,4,4,0,3,3,0,4,4,0,0,4,4,4,4
2014-12-04_WS1418_67,2014-12-04,WS1418,67,4,4,4,4,4,4,0,3,3,0,4,4,0,0,4,4,4,4
2014-12-04_WS1418_68,2014-12-04,WS1418,68,4,4,4,4,4,4,0,3,3,0,4,4,0,0,4,4,4,4
2014-12-04_WS1418_69,2014-12-04,WS1418,69,4,4,4,4,4,4,0,3,3,0,4,4,0,0,4,4,4,4
2014-12-04_WS1418_70,2014-12-04,WS1418,70,4,4,4,4,4,4,0,2,2,0,4,4,0,0,4,4,4,4
2015-04-13_WS15103_3,2015-04-13,WS15103,3,71,71,71,71,71,71,0,71,71,0,71,0,71,0,71,71,71,66
2015-04-13_WS15103_7,2015-04-13,WS15103,7,2,2,1,2,2,1,0,1,1,0,2,0,2,0,2,1,1,1
2015-04-13_WS15103_MR,2015-04-13,WS15103,MR,19,19,19,19,19,19,0,19,19,0,19,0,19,0,19,19,19,19
2015-04-13_WS15103_MRB,2015-04-13,WS15103,MRB,19,19,19,19,19,19,0,17,17,0,19,0,19,0,19,19,19,19
2015-04-14_WS15103_18,2015-04-14,WS15103,18,20,20,19,20,20,19,0,19,19,0,20,0,20,0,20,19,19,20
2015-04-14_WS15103_21LK,2015-04-14,WS15103,21LK,59,59,58,59,59,58,0,56,56,0,59,0,59,0,59,58,58,59
2015-04-14_WS15103_8,2015-04-14,WS15103,8,57,57,57,57,57,57,0,55,55,0,57,0,57,0,57,57,57,55
2015-04-14_WS15103_9.5,2015-04-14,WS15103,9.5,245,245,245,245,245,245,0,243,243,0,245,0,245,0,245,245,245,243
2015-04-14_WS15103_WS,2015-04-14,WS15103,WS,38,38,37,38,38,37,0,36,36,0,38,0,38,0,38,37,37,38
2015-04-15_WS15103_30,2015-04-15,WS15103,30,42,42,41,42,42,41,0,40,40,0,42,0,42,0,42,41,41,42
2015-04-15_WS15103_31,2015-04-15,WS15103,31,26,26,26,26,26,26,0,25,25,0,26,0,26,0,26,26,26,26
2015-04-15_WS15103_33,2015-04-15,WS15103,33,7,7,7,7,7,7,0,7,7,0,7,0,7,0,7,7,7,7
2015-04-15_WS15103_41,2015-04-15,WS15103,41,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-04-15_WS15103_45,2015-04-15,WS15103,45,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-04-15_WS15103_48,2015-04-15,WS15103,48,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-04-15_WS15103_56,2015-04-15,WS15103,56,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-04-15_WS15103_57,2015-04-15,WS15103,57,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0
2015-04-15_WS15103_57.1,2015-04-15,WS15103,57.1,6,6,6,6,6,6,0,5,5,0,6,0,6,0,6,6,6,6
2015-04-15_WS15103_57.2,2015-04-15,WS15103,57.2,12,12,12,12,12,12,0,12,12,0,12,0,12,0,12,12,12,12
2015-04-15_WS15103_57.3,2015-04-15,WS15103,57.3,17,17,16,17,17,16,0,15,15,0,17,0,17,0,17,16,16,17
2015-04-15_WS15103_58,2015-04-15,WS15103,58,20,20,19,20,20,19,0,19,19,0,20,0,20,0,20,19,19,20
2015-04-15_WS15103_59,2015-04-15,WS15103,59,12,12,12,12,12,12,0,11,11,0,12,0,12,0,12,12,12,12
2015-04-16_WS15103_56B,2015-04-16,WS15103,56B,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-04-16_WS15103_57.2B,2015-04-16,WS15103,57.2B,12,12,12,12,12,12,0,10,10,0,12,0,12,0,12,12,12,12
2015-04-16_WS15103_57.3B,2015-04-16,WS15103,57.3B,16,16,16,16,16,16,0,16,16,0,16,0,16,0,16,16,16,16
2015-04-16_WS15103_60,2015-04-16,WS15103,60,8,8,7,8,8,7,0,6,6,0,8,0,8,0,8,7,7,8
2015-04-16_WS15103_61,2015-04-16,WS15103,61,6,6,6,6,6,6,0,5,5,0,6,0,6,0,6,6,6,6
2015-04-16_WS15103_62,2015-04-16,WS15103,62,3,3,3,3,3,3,0,3,3,0,3,0,3,0,3,3,3,3
2015-04-16_WS15103_63,2015-04-16,WS15103,63,2,2,2,2,2,2,0,2,2,0,2,0,2,0,2,2,2,2
2015-04-16_WS15103_65,2015-04-16,WS15103,65,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-04-16_WS15103_66,2015-04-16,WS15103,66,3,3,3,3,3,3,0,3,3,0,3,0,3,0,3,3,3,3
2015-04-16_WS15103_67,2015-04-16,WS15103,67,4,4,3,4,4,3,0,2,2,0,4,0,4,0,4,3,3,4
2015-04-16_WS15103_68,2015-04-16,WS15103,68,3,3,3,3,3,3,0,3,3,0,3,0,3,0,3,3,3,2
2015-04-16_WS15103_69,2015-04-16,WS15103,69,3,3,3,3,3,3,0,3,3,0,3,0,3,0,3,3,3,3
2015-04-16_WS15103_70,2015-04-16,WS15103,70,2,2,2,2,2,2,0,1,1,0,2,0,2,0,2,2,2,2
2015-06-01_WS15152_2,2015-06-01,WS15152,2,5,5,5,5,5,5,0,4,4,0,5,0,5,0,5,5,5,5
2015-06-01_WS15152_7,2015-06-01,WS15152,7,3,3,3,3,3,3,0,2,2,0,3,0,3,0,3,3,3,3
2015-06-01_WS15152_MR,2015-06-01,WS15152,MR,27,27,26,27,27,26,0,26,26,0,27,0,27,0,27,26,26,27
2015-06-02_WS15152_10,2015-06-02,WS15152,10,3,3,3,3,3,3,0,2,2,0,3,0,3,0,3,3,3,3
2015-06-02_WS15152_12,2015-06-02,WS15152,12,65,65,64,65,65,64,0,63,63,0,65,0,65,0,65,64,64,65
2015-06-02_WS15152_16,2015-06-02,WS15152,16,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-06-02_WS15152_18,2015-06-02,WS15152,18,54,54,54,54,54,54,0,54,54,0,54,0,54,0,54,54,54,53
2015-06-02_WS15152_21LK,2015-06-02,WS15152,21LK,63,63,63,63,63,63,0,63,63,0,63,0,63,0,63,63,63,63
2015-06-02_WS15152_30,2015-06-02,WS15152,30,42,42,41,42,42,41,0,41,41,0,42,0,42,0,42,41,41,42
2015-06-02_WS15152_9,2015-06-02,WS15152,9,64,64,64,64,64,64,0,62,62,0,64,0,64,0,64,64,64,63
2015-06-02_WS15152_9.5,2015-06-02,WS15152,9.5,241,241,240,241,241,240,0,239,239,0,241,0,241,0,241,240,240,239
2015-06-02_WS15152_WS,2015-06-02,WS15152,WS,36,36,36,36,36,36,0,36,36,0,36,0,36,0,36,36,36,36
2015-06-03_WS15152_31,2015-06-03,WS15152,31,24,24,23,24,24,23,0,22,22,0,24,0,24,0,24,23,23,24
2015-06-03_WS15152_33,2015-06-03,WS15152,33,12,12,12,12,12,12,0,12,12,0,12,0,12,0,12,12,12,12
2015-06-03_WS15152_41,2015-06-03,WS15152,41,8,8,7,8,8,7,0,6,6,0,8,0,8,0,8,7,7,8
2015-06-03_WS15152_45,2015-06-03,WS15152,45,5,5,4,5,5,4,0,4,4,0,5,0,5,0,5,4,4,5
2015-06-03_WS15152_51,2015-06-03,WS15152,51,2,2,2,2,2,2,0,1,1,0,2,0,2,0,2,2,2,2
2015-06-03_WS15152_54,2015-06-03,WS15152,54,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-06-03_WS15152_55,2015-06-03,WS15152,55,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-06-03_WS15152_56,2015-06-03,WS15152,56,4,4,3,4,4,3,0,2,2,0,4,0,4,0,4,3,3,4
2015-06-03_WS15152_57,2015-06-03,WS15152,57,3,3,3,3,3,3,0,2,2,0,3,0,3,0,3,3,3,3
2015-06-03_WS15152_57.1,2015-06-03,WS15152,57.1,8,8,8,8,8,8,0,7,7,0,8,0,8,0,8,8,8,8
2015-06-03_WS15152_57.2,2015-06-03,WS15152,57.2,12,12,12,12,12,12,0,11,11,0,12,0,12,0,12,12,12,12
2015-06-03_WS15152_57.3,2015-06-03,WS15152,57.3,17,17,16,17,17,16,0,15,15,0,17,0,17,0,17,16,16,17
2015-06-03_WS15152_58,2015-06-03,WS15152,58,17,17,17,17,17,17,0,16,16,0,17,0,17,0,17,17,17,17
2015-06-03_WS15152_59,2015-06-03,WS15152,59,11,11,11,11,11,11,0,10,10,0,11,0,11,0,11,11,11,11
2015-06-04_WS15152_54B,2015-06-04,WS15152,54B,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-06-04_WS15152_57.1B,2015-06-04,WS15152,57.1B,3,3,3,3,3,3,0,2,2,0,3,0,3,0,3,3,3,3
2015-06-04_WS15152_57.2B,2015-06-04,WS15152,57.2B,12,12,12,12,12,12,0,11,11,0,12,0,12,0,12,12,12,12
2015-06-04_WS15152_57B,2015-06-04,WS15152,57B,3,3,3,3,3,3,0,2,2,0,3,0,3,0,3,3,3,3
2015-06-04_WS15152_60,2015-06-04,WS15152,60,4,4,4,4,4,4,0,2,2,0,4,0,4,0,4,4,4,4
2015-06-04_WS15152_64,2015-06-04,WS15152,64,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-06-04_WS15152_68,2015-06-04,WS15152,68,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
2015-07-27_WS15208_2,2015-07-27,WS15208,2,6,6,5,6,6,5,0,5,5,0,6,6,6,0,6,5,5,6
2015-07-27_WS15208_6,2015-07-27,WS15208,6,72,72,71,72,72,71,0,70,70,0,72,72,72,0,72,71,71,72
2015-07-27_WS15208_65,2015-07-27,WS15208,65,146,146,146,146,146,146,0,145,145,0,146,146,146,0,146,146,146,145
2015-07-27_WS15208_MR,2015-07-27,WS15208,MR,15,15,15,15,15,15,0,15,15,0,15,15,15,0,15,15,15,15
2015-07-28_WS15208_10,2015-07-28,WS15208,10,8,8,7,8,8,7,0,5,5,0,8,8,8,0,8,7,7,8
2015-07-28_WS15208_12,2015-07-28,WS15208,12,47,47,46,47,47,46,0,45,45,0,47,47,47,0,47,46,46,47
2015-07-28_WS15208_15,2015-07-28,WS15208,15,65,65,65,65,65,65,0,65,65,0,65,65,65,0,65,65,65,65
2015-07-28_WS15208_15.5,2015-07-28,WS15208,15.5,255,255,255,255,255,255,0,254,254,0,255,255,255,0,255,255,255,255
2015-07-28_WS15208_15.5SURFACE,2015-07-28,WS15208,15.5SURFACE,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-07-28_WS15208_16,2015-07-28,WS15208,16,6,6,5,6,6,5,0,5,5,0,6,6,6,0,6,5,5,6
2015-07-28_WS15208_18,2015-07-28,WS15208,18,60,60,59,60,60,59,0,59,59,0,60,60,60,0,60,59,59,60
2015-07-28_WS15208_21.5,2015-07-28,WS15208,21.5,275,275,275,275,275,275,0,275,275,0,275,275,275,0,275,275,275,275
2015-07-28_WS15208_21/LK,2015-07-28,WS15208,21/LK,58,58,57,58,58,57,0,56,56,0,58,58,58,0,58,57,57,58
2015-07-28_WS15208_7,2015-07-28,WS15208,7,4,4,4,4,4,4,0,4,4,0,4,4,4,0,4,4,4,4
2015-07-28_WS15208_9,2015-07-28,WS15208,9,71,71,71,71,71,71,0,70,70,0,71,71,71,0,71,71,71,71
2015-07-28_WS15208_9.5,2015-07-28,WS15208,9.5,253,253,253,253,253,253,0,252,252,0,253,253,253,0,253,253,253,252
2015-07-28_WS15208_9.6,2015-07-28,WS15208,9.6,385,385,384,385,385,384,0,384,384,0,385,385,385,0,385,384,384,384
2015-07-28_WS15208_9.7,2015-07-28,WS15208,9.7,399,399,399,399,399,399,0,396,396,0,399,399,399,0,399,399,399,398
2015-07-28_WS15208_9.8,2015-07-28,WS15208,9.8,753,753,752,753,753,752,0,746,746,0,753,753,753,0,753,752,752,752
2015-07-28_WS15208_WS,2015-07-28,WS15208,WS,35,35,34,35,35,34,0,34,34,0,35,35,35,0,35,34,34,35
2015-07-29_WS15208_22,2015-07-29,WS15208,22,50,50,49,50,50,49,0,49,49,0,50,50,50,0,50,49,49,50
2015-07-29_WS15208_30,2015-07-29,WS15208,30,46,46,46,46,46,46,0,44,44,0,46,46,46,0,46,46,46,46
2015-07-29_WS15208_30B,2015-07-29,WS15208,30B,47,47,47,47,47,47,0,46,46,0,47,47,47,0,47,47,47,46
2015-07-29_WS15208_31,2015-07-29,WS15208,31,23,23,23,23,23,23,0,22,22,0,23,23,23,0,23,23,23,23
2015-07-29_WS15208_33,2015-07-29,WS15208,33,12,12,12,12,12,12,0,11,11,0,12,12,12,0,12,12,12,12
2015-07-29_WS15208_54,2015-07-29,WS15208,54,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-07-29_WS15208_55,2015-07-29,WS15208,55,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,1
2015-07-29_WS15208_56,2015-07-29,WS15208,56,2,2,2,2,2,2,0,1,1,0,2,2,2,0,2,2,2,2
2015-07-29_WS15208_57,2015-07-29,WS15208,57,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2
2015-07-29_WS15208_57.1,2015-07-29,WS15208,57.1,4,4,4,4,4,4,0,3,3,0,4,4,4,0,4,4,4,4
2015-07-30_WS15208_41,2015-07-30,WS15208,41,6,6,6,6,6,6,0,5,5,0,6,6,6,0,6,6,6,6
2015-07-30_WS15208_45,2015-07-30,WS15208,45,8,8,8,8,8,8,0,7,7,0,8,8,8,0,8,8,8,8
2015-07-30_WS15208_53,2015-07-30,WS15208,53,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-07-30_WS15208_55B,2015-07-30,WS15208,55B,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-07-30_WS15208_56B,2015-07-30,WS15208,56B,3,3,3,3,3,3,0,2,2,0,3,3,3,0,3,3,3,3
2015-07-30_WS15208_57.1B,2015-07-30,WS15208,57.1B,7,7,7,7,7,7,0,6,6,0,7,7,7,0,7,7,7,7
2015-07-30_WS15208_57.2,2015-07-30,WS15208,57.2,10,10,10,10,10,10,0,10,10,0,10,10,10,0,10,10,10,10
2015-07-30_WS15208_57.2B,2015-07-30,WS15208,57.2B,13,13,12,13,13,12,0,11,11,0,13,13,13,0,13,12,12,13
2015-07-30_WS15208_57.3,2015-07-30,WS15208,57.3,22,22,21,22,22,21,0,21,21,0,22,22,22,0,22,21,21,21
2015-07-30_WS15208_57.3B,2015-07-30,WS15208,57.3B,20,20,20,20,20,20,0,19,19,0,20,20,20,0,20,20,20,20
2015-07-30_WS15208_57B,2015-07-30,WS15208,57B,4,4,4,4,4,4,0,3,3,0,4,4,4,0,4,4,4,4
2015-07-30_WS15208_58,2015-07-30,WS15208,58,19,19,19,19,19,19,0,17,17,0,19,18,19,0,19,19,19,19
2015-07-30_WS15208_59,2015-07-30,WS15208,59,12,12,12,12,12,12,0,11,11,0,12,12,12,0,12,12,12,12
2015-07-31_WS15208_60,2015-07-31,WS15208,60,6,6,6,6,6,6,0,5,5,0,6,6,6,0,6,6,6,6
2015-07-31_WS15208_62,2015-07-31,WS15208,62,2,2,2,2,2,2,0,1,1,0,2,2,2,0,2,2,2,2
2015-07-31_WS15208_64,2015-07-31,WS15208,64,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2
2015-07-31_WS15208_65A,2015-07-31,WS15208,65A,2,2,2,2,2,2,0,1,1,0,2,2,2,0,2,2,2,2
2015-07-31_WS15208_68,2015-07-31,WS15208,68,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-09-21_WS15264_2,2015-09-21,WS15264,2,8,8,7,8,8,8,0,7,7,0,8,8,8,0,8,8,8,8
2015-09-21_WS15264_MR,2015-09-21,WS15264,MR,19,19,19,19,19,19,0,18,18,0,19,19,19,0,19,19,19,19
2015-09-21_WS15264_MRA,2015-09-21,WS15264,MRA,16,16,16,16,16,16,0,16,16,0,16,16,16,0,16,16,16,16
2015-09-22_WS15264_10,2015-09-22,WS15264,10,5,5,5,5,5,5,0,3,3,0,5,5,5,0,5,5,5,5
2015-09-22_WS15264_12,2015-09-22,WS15264,12,64,64,63,64,64,63,0,63,63,0,64,64,64,0,64,63,63,63
2015-09-22_WS15264_16,2015-09-22,WS15264,16,2,2,2,2,2,2,0,1,1,0,2,2,2,0,2,2,2,2
2015-09-22_WS15264_18,2015-09-22,WS15264,18,18,18,18,18,18,18,0,18,18,0,18,18,18,0,18,18,18,18
2015-09-22_WS15264_21/LK,2015-09-22,WS15264,21/LK,67,67,67,67,67,67,0,66,66,0,67,67,67,0,67,67,67,67
2015-09-22_WS15264_30,2015-09-22,WS15264,30,43,43,43,43,43,43,0,42,42,0,43,43,43,0,43,43,43,43
2015-09-22_WS15264_7,2015-09-22,WS15264,7,3,3,3,3,3,3,0,2,2,0,3,3,3,0,3,3,3,3
2015-09-22_WS15264_8,2015-09-22,WS15264,8,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-09-22_WS15264_9,2015-09-22,WS15264,9,84,84,84,84,84,84,0,83,83,0,84,84,84,0,84,84,84,84
2015-09-22_WS15264_9.5,2015-09-22,WS15264,9.5,259,259,259,259,259,259,0,258,258,0,259,259,259,0,259,259,259,259
2015-09-22_WS15264_BK1,2015-09-22,WS15264,BK1,28,28,27,28,28,27,0,26,26,0,28,28,28,0,28,27,27,28
2015-09-22_WS15264_WS,2015-09-22,WS15264,WS,37,37,37,37,37,37,0,36,36,0,37,37,37,0,37,37,37,37
2015-09-23_WS15264_31,2015-09-23,WS15264,31,24,24,23,24,24,23,0,22,22,0,24,24,24,0,24,23,23,24
2015-09-23_WS15264_33,2015-09-23,WS15264,33,12,12,12,12,12,12,0,12,12,0,12,12,12,0,12,12,12,12
2015-09-23_WS15264_41,2015-09-23,WS15264,41,5,5,4,5,5,4,0,3,3,0,5,5,5,0,5,4,4,5
2015-09-23_WS15264_45,2015-09-23,WS15264,45,8,8,8,8,8,8,0,7,7,0,8,8,8,0,8,8,8,8
2015-09-23_WS15264_49,2015-09-23,WS15264,49,2,2,2,2,2,2,0,0,0,0,2,2,2,0,2,2,2,2
2015-09-23_WS15264_51,2015-09-23,WS15264,51,4,4,4,4,4,4,0,3,3,0,4,4,4,0,4,4,4,4
2015-09-23_WS15264_55,2015-09-23,WS15264,55,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-09-23_WS15264_56,2015-09-23,WS15264,56,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-09-23_WS15264_57,2015-09-23,WS15264,57,2,2,2,2,2,2,0,0,0,0,2,2,2,0,2,2,2,2
2015-09-23_WS15264_57.1,2015-09-23,WS15264,57.1,5,5,5,5,5,5,0,5,5,0,5,5,5,0,5,5,5,5
2015-09-23_WS15264_57.2,2015-09-23,WS15264,57.2,10,10,10,10,10,10,0,10,10,0,10,10,10,0,10,10,10,10
2015-09-23_WS15264_57.3,2015-09-23,WS15264,57.3,16,16,16,16,16,16,0,15,15,0,16,16,16,0,16,16,16,16
2015-09-23_WS15264_58,2015-09-23,WS15264,58,18,18,18,18,18,18,0,17,17,0,18,18,18,0,18,18,18,18
2015-09-24_WS15264_54B,2015-09-24,WS15264,54B,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
2015-09-24_WS15264_55B,2015-09-24,WS15264,55B,3,3,3,3,3,3,0,2,2,0,3,3,3,0,3,3,3,3
2015-09-24_WS15264_56B,2015-09-24,WS15264,56B,4,4,4,4,4,4,0,3,3,0,4,4,4,0,4,4,4,4
2015-09-24_WS15264_57.1B,2015-09-24,WS15264,57.1B,9,9,9,9,9,9,0,8,8,0,9,9,9,0,9,9,9,9
2015-09-24_WS15264_57.2B,2015-09-24,WS15264,57.2B,13,13,12,13,13,12,0,12,12,0,13,13,13,0,13,12,12,13
2015-09-24_WS15264_57.3B,2015-09-24,WS15264,57.3B,19,19,18,19,19,18,0,18,18,0,19,19,19,0,19,18,18,19
2015-09-24_WS15264_57B,2015-09-24,WS15264,57B,6,6,6,6,6,6,0,6,6,0,6,6,6,0,6,6,6,6
2015-09-24_WS15264_60,2015-09-24,WS15264,60,6,6,6,6,6,6,0,5,5,0,6,6,6,0,6,6,6,6
2015-09-24_WS15264_64,2015-09-24,WS15264,64,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-09-24_WS15264_65,2015-09-24,WS15264,65,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
2015-09-24_WS15264_68,2015-09-24,WS15264,68,2,2,1,2,2,1,0,0,0,0,2,2,2,0,2,1,1,2
2015-11-16_WS15320_2,2015-11-16,WS15320,2,8,8,8,8,8,8,0,8,8,0,8,8,8,0,8,8,8,8
2015-11-16_WS15320_MR,2015-11-16,WS15320,MR,13,13,13,13,13,13,0,12,12,0,13,13,13,0,13,13,13,13
2015-11-17_WS15320_10,2015-11-17,WS15320,10,5,5,4,5,5,4,0,3,3,0,5,5,5,0,5,4,4,5
2015-11-17_WS15320_12,2015-11-17,WS15320,12,67,67,67,67,67,67,0,63,63,0,67,67,67,0,67,67,67,65
2015-11-17_WS15320_16,2015-11-17,WS15320,16,6,6,6,6,6,6,0,6,6,0,6,6,6,0,6,6,6,6
2015-11-17_WS15320_18,2015-11-17,WS15320,18,57,57,57,57,57,57,0,57,57,0,57,57,57,0,57,57,57,57
2015-11-17_WS15320_21/LK,2015-11-17,WS15320,21/LK,57,57,56,57,57,56,0,55,55,0,57,57,57,0,57,56,56,55
2015-11-17_WS15320_WS,2015-11-17,WS15320,WS,38,38,38,38,38,38,0,36,36,0,38,38,38,0,38,38,38,38
2015-11-18_WS15320_30,2015-11-18,WS15320,30,41,41,41,41,41,41,0,41,41,0,41,41,41,0,41,41,41,39
2015-11-18_WS15320_31,2015-11-18,WS15320,31,23,23,23,23,23,23,0,21,21,0,23,23,23,0,23,23,23,23
2015-11-18_WS15320_33,2015-11-18,WS15320,33,15,15,15,15,15,15,0,14,14,0,15,15,15,0,15,15,15,15
2015-11-18_WS15320_41,2015-11-18,WS15320,41,5,5,5,5,5,5,0,4,4,0,5,5,5,0,5,5,5,5
2015-11-18_WS15320_45,2015-11-18,WS15320,45,6,6,6,6,6,6,0,5,5,0,6,6,6,0,6,6,6,6
2015-11-18_WS15320_49,2015-11-18,WS15320,49,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-11-18_WS15320_51,2015-11-18,WS15320,51,4,4,4,4,4,4,0,3,3,0,4,4,4,0,4,4,4,4
2015-11-18_WS15320_53,2015-11-18,WS15320,53,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-11-18_WS15320_56,2015-11-18,WS15320,56,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
2015-11-18_WS15320_57,2015-11-18,WS15320,57,3,3,3,3,3,3,0,2,2,0,3,3,3,0,3,3,3,3
2015-11-19_WS15320_55B,2015-11-19,WS15320,55B,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-11-19_WS15320_56B,2015-11-19,WS15320,56B,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-11-19_WS15320_57.1,2015-11-19,WS15320,57.1,4,4,4,4,4,4,0,3,3,0,4,4,4,0,4,4,4,4
2015-11-19_WS15320_57.1B,2015-11-19,WS15320,57.1B,6,6,6,6,6,6,0,5,5,0,6,6,6,0,6,6,6,6
2015-11-19_WS15320_57.2,2015-11-19,WS15320,57.2,12,12,12,12,12,12,0,11,11,0,12,12,12,0,12,12,12,12
2015-11-19_WS15320_57.2B,2015-11-19,WS15320,57.2B,13,13,13,13,13,13,0,13,13,0,13,13,13,0,13,13,13,13
2015-11-19_WS15320_57.3,2015-11-19,WS15320,57.3,15,15,15,15,15,15,0,15,15,0,15,15,15,0,15,15,15,15
2015-11-19_WS15320_57.3B,2015-11-19,WS15320,57.3B,17,17,17,17,17,17,0,16,16,0,17,17,17,0,17,17,17,17
2015-11-19_WS15320_57B,2015-11-19,WS15320,57B,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2015-11-19_WS15320_58,2015-11-19,WS15320,58,19,19,19,19,19,19,0,17,17,0,19,19,19,0,19,19,19,18
2015-11-19_WS15320_60,2015-11-19,WS15320,60,8,8,8,8,8,8,0,6,6,0,8,8,8,0,8,8,8,8
2015-11-19_WS15320_68,2015-11-19,WS15320,68,5,5,4,5,5,4,0,3,3,0,5,5,5,0,5,4,4,5
2015-11-20_WS15320_9.5,2015-11-20,WS15320,9.5,236,236,236,236,236,236,0,234,234,0,236,236,236,0,236,236,236,236
2016-01-04_WS16004_1,2016-01-04,WS16004,1,10,10,9,10,10,9,0,8,8,0,10,10,10,0,10,9,9,10
2016-01-04_WS16004_MR,2016-01-04,WS16004,MR,13,13,13,13,13,13,0,12,12,0,13,13,13,0,13,13,13,13
2016-01-05_WS16004_10,2016-01-05,WS16004,10,7,7,6,7,7,6,0,4,4,0,7,7,7,0,7,6,6,7
2016-01-05_WS16004_12,2016-01-05,WS16004,12,66,66,66,66,66,66,0,66,66,0,66,66,66,0,66,66,66,66
2016-01-05_WS16004_16,2016-01-05,WS16004,16,4,4,4,4,4,4,0,3,3,0,4,4,4,0,4,4,4,3
2016-01-05_WS16004_18,2016-01-05,WS16004,18,59,59,59,59,59,59,0,59,59,0,59,59,59,0,59,59,59,58
2016-01-05_WS16004_21/LK,2016-01-05,WS16004,21/LK,69,69,69,69,69,69,0,66,66,0,69,69,69,0,69,69,69,69
2016-01-05_WS16004_7,2016-01-05,WS16004,7,3,3,3,3,3,3,0,2,2,0,3,3,3,0,3,3,3,3
2016-01-05_WS16004_9,2016-01-05,WS16004,9,79,79,79,79,79,79,0,79,79,0,79,79,79,0,79,79,79,77
2016-01-05_WS16004_9.5,2016-01-05,WS16004,9.5,258,258,258,258,258,258,0,257,257,0,258,258,258,0,258,258,258,258
2016-01-05_WS16004_WS,2016-01-05,WS16004,WS,34,34,34,34,34,34,0,34,34,0,34,34,34,0,34,34,34,34
2016-01-06_WS16004_49,2016-01-06,WS16004,49,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2016-01-06_WS16004_54,2016-01-06,WS16004,54,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2016-01-06_WS16004_55,2016-01-06,WS16004,55,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
