new_key,date,cruise_id,station,event_n,DIC_umol_kg,TA_umol_kg,pH_measured,pH_calculated,pCO2_uatm,Aragonite_Sat_W,Salinity_Bottle,Temperature_C,Pressure_db
WS19210#2019-07-29 12:13:00#1,2019-07-29 12:13:00,WS19210,1,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 12:25:00#2,2019-07-29 12:25:00,WS19210,2,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 12:46:00#3,2019-07-29 12:46:00,WS19210,3,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 15:11:00#EK_IN,2019-07-29 15:11:00,WS19210,EK_IN,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 15:28:00#EK_MID,2019-07-29 15:28:00,WS19210,EK_MID,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 15:41:00#EK_OFF,2019-07-29 15:41:00,WS19210,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 18:03:00#6.5,2019-07-29 18:03:00,WS19210,6.5,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 18:18:00#6,2019-07-29 18:18:00,WS19210,6,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 18:27:00#5.5,2019-07-29 18:27:00,WS19210,5.5,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 19:39:00#MR,2019-07-29 19:39:00,WS19210,MR,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 21:33:00#UK_OFF,2019-07-29 21:33:00,WS19210,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 21:44:00#UK_MID,2019-07-29 21:44:00,WS19210,UK_MID,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 21:51:00#UK_IN,2019-07-29 21:51:00,WS19210,UK_IN,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 23:23:00#7,2019-07-29 23:23:00,WS19210,7,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-29 23:52:00#8,2019-07-29 23:52:00,WS19210,8,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 00:06:00#9,2019-07-30 00:06:00,WS19210,9,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 00:47:00#9.5,2019-07-30 00:47:00,WS19210,9.5,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 02:22:00#12,2019-07-30 02:22:00,WS19210,12,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 02:57:00#11,2019-07-30 02:57:00,WS19210,11,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 03:12:00#10,2019-07-30 03:12:00,WS19210,10,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 04:33:00#13,2019-07-30 04:33:00,WS19210,13,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 04:43:00#14,2019-07-30 04:43:00,WS19210,14,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 04:56:00#15,2019-07-30 04:56:00,WS19210,15,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 05:19:00#15.5,2019-07-30 05:19:00,WS19210,15.5,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 06:43:00#18,2019-07-30 06:43:00,WS19210,18,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 07:12:00#17,2019-07-30 07:12:00,WS19210,17,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 07:30:00#16,2019-07-30 07:30:00,WS19210,16,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 09:04:00#19,2019-07-30 09:04:00,WS19210,19,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 09:19:00#20,2019-07-30 09:19:00,WS19210,20,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 09:39:00#21LK,2019-07-30 09:39:00,WS19210,21LK,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 10:35:00#21.5,2019-07-30 10:35:00,WS19210,21.5,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 13:15:00#WS,2019-07-30 13:15:00,WS19210,WS,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 14:36:00#22.5,2019-07-30 14:36:00,WS19210,22.5,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 14:59:00#22,2019-07-30 14:59:00,WS19210,22,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 15:14:00#23,2019-07-30 15:14:00,WS19210,23,1,1,1,1,1,1,1,1,1,1
WS19210#2019-07-30 15:37:00#24,2019-07-30 15:37:00,WS19210,24,1,1,1,1,1,1,1,1,1,1
WS19266#2019-09-23 12:30:00#1,2019-09-23 12:30:00,WS19266,1,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 12:43:00#2,2019-09-23 12:43:00,WS19266,2,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 13:21:00#3,2019-09-23 13:21:00,WS19266,3,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 15:45:00#EK_IN,2019-09-23 15:45:00,WS19266,EK_IN,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 16:01:00#EK_MID,2019-09-23 16:01:00,WS19266,EK_MID,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 16:15:00#EK_OFF,2019-09-23 16:15:00,WS19266,EK_OFF,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 18:09:00#6.5,2019-09-23 18:09:00,WS19266,6.5,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 18:22:00#6,2019-09-23 18:22:00,WS19266,6,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 18:31:00#5.5,2019-09-23 18:31:00,WS19266,5.5,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 19:15:00#MR,2019-09-23 19:15:00,WS19266,MR,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 21:21:00#UK_OFF,2019-09-23 21:21:00,WS19266,UK_OFF,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 21:29:00#UK_MID,2019-09-23 21:29:00,WS19266,UK_MID,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 21:37:00#UK_IN,2019-09-23 21:37:00,WS19266,UK_IN,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 23:16:00#7,2019-09-23 23:16:00,WS19266,7,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 23:41:00#8,2019-09-23 23:41:00,WS19266,8,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-23 23:59:00#9,2019-09-23 23:59:00,WS19266,9,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 01:06:00#9.5,2019-09-24 01:06:00,WS19266,9.5,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 02:33:00#12,2019-09-24 02:33:00,WS19266,12,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 03:31:00#11,2019-09-24 03:31:00,WS19266,11,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 03:52:00#10,2019-09-24 03:52:00,WS19266,10,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 05:16:00#13,2019-09-24 05:16:00,WS19266,13,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 05:27:00#14,2019-09-24 05:27:00,WS19266,14,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 05:43:00#15,2019-09-24 05:43:00,WS19266,15,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 06:07:00#15.5,2019-09-24 06:07:00,WS19266,15.5,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 07:32:00#18,2019-09-24 07:32:00,WS19266,18,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 07:59:00#17,2019-09-24 07:59:00,WS19266,17,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 08:22:00#16,2019-09-24 08:22:00,WS19266,16,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 09:55:00#19,2019-09-24 09:55:00,WS19266,19,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 10:11:00#20,2019-09-24 10:11:00,WS19266,20,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 10:33:00#21LK,2019-09-24 10:33:00,WS19266,21LK,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 11:23:00#21.5,2019-09-24 11:23:00,WS19266,21.5,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 13:40:00#WS,2019-09-24 13:40:00,WS19266,WS,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 15:05:00#22.5,2019-09-24 15:05:00,WS19266,22.5,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 15:31:00#22,2019-09-24 15:31:00,WS19266,22,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 15:46:00#23,2019-09-24 15:46:00,WS19266,23,1,1,1,0,1,1,1,1,1,1
WS19266#2019-09-24 16:07:00#24,2019-09-24 16:07:00,WS19266,24,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 14:03:00#1,2019-11-18 14:03:00,WS19322,1,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 14:15:00#2,2019-11-18 14:15:00,WS19322,2,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 14:52:00#3,2019-11-18 14:52:00,WS19322,3,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 17:19:00#EK_OFF,2019-11-18 17:19:00,WS19322,EK_OFF,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 17:34:00#EK_MID,2019-11-18 17:34:00,WS19322,EK_MID,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 17:50:00#EK_IN,2019-11-18 17:50:00,WS19322,EK_IN,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 19:39:00#4,2019-11-18 19:39:00,WS19322,4,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 19:50:00#5,2019-11-18 19:50:00,WS19322,5,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 20:02:00#5.5,2019-11-18 20:02:00,WS19322,5.5,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 20:14:00#6,2019-11-18 20:14:00,WS19322,6,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 20:27:00#6.5,2019-11-18 20:27:00,WS19322,6.5,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 21:30:00#MR,2019-11-18 21:30:00,WS19322,MR,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 23:14:00#UK_OFF,2019-11-18 23:14:00,WS19322,UK_OFF,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 23:26:00#UK_MID,2019-11-18 23:26:00,WS19322,UK_MID,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-18 23:35:00#UK_IN,2019-11-18 23:35:00,WS19322,UK_IN,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 01:10:00#7,2019-11-19 01:10:00,WS19322,7,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 01:30:00#8,2019-11-19 01:30:00,WS19322,8,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 01:49:00#9,2019-11-19 01:49:00,WS19322,9,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 02:25:00#9.5,2019-11-19 02:25:00,WS19322,9.5,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 03:57:00#12,2019-11-19 03:57:00,WS19322,12,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 04:20:00#11,2019-11-19 04:20:00,WS19322,11,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 04:43:00#10,2019-11-19 04:43:00,WS19322,10,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 06:03:00#13,2019-11-19 06:03:00,WS19322,13,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 06:15:00#14,2019-11-19 06:15:00,WS19322,14,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 06:28:00#15,2019-11-19 06:28:00,WS19322,15,1,1,1,1,1,1,1,1,1,1
WS19322#2019-11-19 06:52:00#15.5,2019-11-19 06:52:00,WS19322,15.5,1,1,1,1,1,1,1,1,1,1
WS19322#2019-11-19 08:05:00#18,2019-11-19 08:05:00,WS19322,18,1,1,1,1,1,1,1,1,1,1
WS19322#2019-11-19 08:31:00#17,2019-11-19 08:31:00,WS19322,17,1,1,1,1,1,1,1,1,1,1
WS19322#2019-11-19 08:51:00#16,2019-11-19 08:51:00,WS19322,16,1,1,1,1,1,1,1,1,1,1
WS19322#2019-11-19 10:35:00#19,2019-11-19 10:35:00,WS19322,19,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 10:49:00#20,2019-11-19 10:49:00,WS19322,20,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 11:09:00#21LK,2019-11-19 11:09:00,WS19322,21LK,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 11:52:00#21.5,2019-11-19 11:52:00,WS19322,21.5,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 14:30:00#WS,2019-11-19 14:30:00,WS19322,WS,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 15:34:00#22.5,2019-11-19 15:34:00,WS19322,22.5,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 16:05:00#22,2019-11-19 16:05:00,WS19322,22,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 16:17:00#23,2019-11-19 16:17:00,WS19322,23,1,1,1,0,1,1,1,1,1,1
WS19322#2019-11-19 16:36:00#24,2019-11-19 16:36:00,WS19322,24,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 13:12:00#1,2020-01-06 13:12:00,WS20006,1,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 13:25:00#2,2020-01-06 13:25:00,WS20006,2,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 13:49:00#3,2020-01-06 13:49:00,WS20006,3,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 16:31:00#EK_IN,2020-01-06 16:31:00,WS20006,EK_IN,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 16:48:00#EK_MID,2020-01-06 16:48:00,WS20006,EK_MID,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 17:03:00#EK_OFF,2020-01-06 17:03:00,WS20006,EK_OFF,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 19:07:00#6.5,2020-01-06 19:07:00,WS20006,6.5,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 19:18:00#6,2020-01-06 19:18:00,WS20006,6,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 19:31:00#5.5,2020-01-06 19:31:00,WS20006,5.5,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 20:17:00#MR,2020-01-06 20:17:00,WS20006,MR,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 22:05:00#UK_OFF,2020-01-06 22:05:00,WS20006,UK_OFF,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 22:17:00#UK_MID,2020-01-06 22:17:00,WS20006,UK_MID,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 22:26:00#UK_IN,2020-01-06 22:26:00,WS20006,UK_IN,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-06 23:54:00#7,2020-01-06 23:54:00,WS20006,7,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 00:20:00#8,2020-01-07 00:20:00,WS20006,8,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 00:40:00#9,2020-01-07 00:40:00,WS20006,9,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 01:18:00#9.5,2020-01-07 01:18:00,WS20006,9.5,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 02:37:00#12,2020-01-07 02:37:00,WS20006,12,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 03:14:00#11,2020-01-07 03:14:00,WS20006,11,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 03:33:00#10,2020-01-07 03:33:00,WS20006,10,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 04:58:00#13,2020-01-07 04:58:00,WS20006,13,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 05:13:00#14,2020-01-07 05:13:00,WS20006,14,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 05:27:00#15,2020-01-07 05:27:00,WS20006,15,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 05:51:00#15.5,2020-01-07 05:51:00,WS20006,15.5,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 07:15:00#18,2020-01-07 07:15:00,WS20006,18,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 07:43:00#17,2020-01-07 07:43:00,WS20006,17,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 08:09:00#16,2020-01-07 08:09:00,WS20006,16,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 09:43:00#19,2020-01-07 09:43:00,WS20006,19,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 09:57:00#20,2020-01-07 09:57:00,WS20006,20,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 10:20:00#21LK,2020-01-07 10:20:00,WS20006,21LK,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 11:37:00#21.5B,2020-01-07 11:37:00,WS20006,21.5B,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 13:59:00#WS,2020-01-07 13:59:00,WS20006,WS,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 15:17:00#22.5,2020-01-07 15:17:00,WS20006,22.5,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 15:44:00#22,2020-01-07 15:44:00,WS20006,22,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 15:57:00#23,2020-01-07 15:57:00,WS20006,23,1,1,1,0,1,1,1,1,1,1
WS20006#2020-01-07 16:20:00#24,2020-01-07 16:20:00,WS20006,24,1,1,1,0,1,1,1,1,1,1
WS20231#2020-08-18 15:10:00#1,2020-08-18 15:10:00,WS20231,1,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-18 15:34:00#2,2020-08-18 15:34:00,WS20231,2,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-18 15:51:00#3,2020-08-18 15:51:00,WS20231,3,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-18 18:38:00#EK_OFF,2020-08-18 18:38:00,WS20231,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-18 18:53:00#EK_MID,2020-08-18 18:53:00,WS20231,EK_MID,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-18 19:07:00#EK_IN,2020-08-18 19:07:00,WS20231,EK_IN,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-18 21:02:00#4,2020-08-18 21:02:00,WS20231,4,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-18 21:22:00#5,2020-08-18 21:22:00,WS20231,5,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-18 22:20:00#MR,2020-08-18 22:20:00,WS20231,MR,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 00:04:00#UK_OFF,2020-08-19 00:04:00,WS20231,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 00:14:00#UK_MID,2020-08-19 00:14:00,WS20231,UK_MID,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 00:21:00#UK_IN,2020-08-19 00:21:00,WS20231,UK_IN,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 01:58:00#7,2020-08-19 01:58:00,WS20231,7,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 02:13:00#8,2020-08-19 02:13:00,WS20231,8,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 02:39:00#9,2020-08-19 02:39:00,WS20231,9,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 03:17:00#9.5,2020-08-19 03:17:00,WS20231,9.5,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 04:43:00#12,2020-08-19 04:43:00,WS20231,12,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 05:15:00#11,2020-08-19 05:15:00,WS20231,11,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 05:32:00#10,2020-08-19 05:32:00,WS20231,10,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 06:53:00#13,2020-08-19 06:53:00,WS20231,13,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 07:05:00#14,2020-08-19 07:05:00,WS20231,14,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 07:19:00#15,2020-08-19 07:19:00,WS20231,15,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 07:43:00#15.5,2020-08-19 07:43:00,WS20231,15.5,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 09:05:00#18,2020-08-19 09:05:00,WS20231,18,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 09:30:00#17,2020-08-19 09:30:00,WS20231,17,1,1,1,1,1,1,1,1,1,1
WS20231#2020-08-19 09:49:00#16,2020-08-19 09:49:00,WS20231,16,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 11:25:00#19,2020-08-19 11:25:00,WS20231,19,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 11:41:00#20,2020-08-19 11:41:00,WS20231,20,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 12:05:00#21LK,2020-08-19 12:05:00,WS20231,21LK,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 12:59:00#21.5,2020-08-19 12:59:00,WS20231,21.5,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 15:01:00#WS,2020-08-19 15:01:00,WS20231,WS,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 16:20:00#22.5,2020-08-19 16:20:00,WS20231,22.5,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 16:50:00#22,2020-08-19 16:50:00,WS20231,22,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 17:14:00#23,2020-08-19 17:14:00,WS20231,23,1,0,1,1,0,0,0,1,1,1
WS20231#2020-08-19 17:38:00#24,2020-08-19 17:38:00,WS20231,24,1,0,1,1,0,0,0,1,1,1
WS20279#2020-10-05 13:27:00#1,2020-10-05 13:27:00,WS20279,1,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 13:40:00#2,2020-10-05 13:40:00,WS20279,2,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 14:06:00#3,2020-10-05 14:06:00,WS20279,3,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 16:30:00#EK_IN,2020-10-05 16:30:00,WS20279,EK_IN,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 16:45:00#EK_MID,2020-10-05 16:45:00,WS20279,EK_MID,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 17:04:00#EK_OFF,2020-10-05 17:04:00,WS20279,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 19:07:00#4,2020-10-05 19:07:00,WS20279,4,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 19:19:00#5,2020-10-05 19:19:00,WS20279,5,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 19:43:00#5.5,2020-10-05 19:43:00,WS20279,5.5,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 19:57:00#6,2020-10-05 19:57:00,WS20279,6,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 20:16:00#6.5,2020-10-05 20:16:00,WS20279,6.5,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 21:00:00#MR,2020-10-05 21:00:00,WS20279,MR,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 22:41:00#UK_OFF,2020-10-05 22:41:00,WS20279,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 22:54:00#UK_MID,2020-10-05 22:54:00,WS20279,UK_MID,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-05 23:03:00#UK_IN,2020-10-05 23:03:00,WS20279,UK_IN,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 00:23:00#7,2020-10-06 00:23:00,WS20279,7,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 00:58:00#8,2020-10-06 00:58:00,WS20279,8,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 01:22:00#9,2020-10-06 01:22:00,WS20279,9,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 02:12:00#9.5,2020-10-06 02:12:00,WS20279,9.5,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 03:30:00#12,2020-10-06 03:30:00,WS20279,12,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 04:04:00#11,2020-10-06 04:04:00,WS20279,11,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 04:19:00#10,2020-10-06 04:19:00,WS20279,10,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 05:40:00#13,2020-10-06 05:40:00,WS20279,13,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 05:52:00#14,2020-10-06 05:52:00,WS20279,14,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 06:06:00#15,2020-10-06 06:06:00,WS20279,15,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 06:30:00#15.5,2020-10-06 06:30:00,WS20279,15.5,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 08:17:00#18,2020-10-06 08:17:00,WS20279,18,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 08:46:00#17,2020-10-06 08:46:00,WS20279,17,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 09:02:00#16,2020-10-06 09:02:00,WS20279,16,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 10:45:00#19,2020-10-06 10:45:00,WS20279,19,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 11:03:00#20,2020-10-06 11:03:00,WS20279,20,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 11:30:00#21LK,2020-10-06 11:30:00,WS20279,21LK,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 12:23:00#21.5,2020-10-06 12:23:00,WS20279,21.5,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 14:35:00#WS,2020-10-06 14:35:00,WS20279,WS,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 15:25:00#22.5,2020-10-06 15:25:00,WS20279,22.5,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 15:49:00#22,2020-10-06 15:49:00,WS20279,22,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 16:04:00#23,2020-10-06 16:04:00,WS20279,23,1,1,1,1,1,1,1,1,1,1
WS20279#2020-10-06 16:23:00#24,2020-10-06 16:23:00,WS20279,24,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-07 16:51:00#1,2020-12-07 16:51:00,WS20342,1,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-07 17:03:00#2,2020-12-07 17:03:00,WS20342,2,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-07 17:25:00#3,2020-12-07 17:25:00,WS20342,3,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-07 20:06:00#EK_OFF,2020-12-07 20:06:00,WS20342,EK_OFF,1,1,1,1,1,1,1,1,1,1
