new_key,date,cruise_id,station,event_n,DIC_umol_kg,TA_umol_kg,pH_measured,pH_calculated,pCO2_uatm,Aragonite_Sat_W,Salinity_Bottle,Temperature_C,Pressure_db
WS20342#2020-12-07 20:23:00#EK_MID,2020-12-07 20:23:00,WS20342,EK_MID,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-07 20:38:00#EK_IN,2020-12-07 20:38:00,WS20342,EK_IN,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-07 22:37:00#4,2020-12-07 22:37:00,WS20342,4,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-07 22:49:00#5,2020-12-07 22:49:00,WS20342,5,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-07 22:59:00#5.5,2020-12-07 22:59:00,WS20342,5.5,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 00:59:00#UK_MID,2020-12-08 00:59:00,WS20342,UK_MID,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 01:08:00#UK_IN,2020-12-08 01:08:00,WS20342,UK_IN,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 02:41:00#7,2020-12-08 02:41:00,WS20342,7,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 03:09:00#8,2020-12-08 03:09:00,WS20342,8,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 03:54:00#11,2020-12-08 03:54:00,WS20342,11,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 04:14:00#10,2020-12-08 04:14:00,WS20342,10,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 05:43:00#13,2020-12-08 05:43:00,WS20342,13,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 05:55:00#14,2020-12-08 05:55:00,WS20342,14,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 07:07:00#17,2020-12-08 07:07:00,WS20342,17,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 07:22:00#16,2020-12-08 07:22:00,WS20342,16,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 09:22:00#19,2020-12-08 09:22:00,WS20342,19,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 09:33:00#20,2020-12-08 09:33:00,WS20342,20,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 12:31:00#23,2020-12-08 12:31:00,WS20342,23,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-08 12:55:00#24,2020-12-08 12:55:00,WS20342,24,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 05:27:00#22,2020-12-13 05:27:00,WS20342,22,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 06:06:00#WS,2020-12-13 06:06:00,WS20342,WS,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 08:05:00#21.5,2020-12-13 08:05:00,WS20342,21.5,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 08:27:00#21LK,2020-12-13 08:27:00,WS20342,21LK,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 10:04:00#18,2020-12-13 10:04:00,WS20342,18,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 11:25:00#15,2020-12-13 11:25:00,WS20342,15,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 11:58:00#15.5,2020-12-13 11:58:00,WS20342,15.5,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 13:42:00#12,2020-12-13 13:42:00,WS20342,12,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 14:55:00#9.5,2020-12-13 14:55:00,WS20342,9.5,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 15:14:00#9,2020-12-13 15:14:00,WS20342,9,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 16:40:00#UK_OFF,2020-12-13 16:40:00,WS20342,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 17:50:00#MR,2020-12-13 17:50:00,WS20342,MR,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 18:26:00#6,2020-12-13 18:26:00,WS20342,6,1,1,1,1,1,1,1,1,1,1
WS20342#2020-12-13 18:35:00#6.5,2020-12-13 18:35:00,WS20342,6.5,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 15:21:00#1,2021-02-01 15:21:00,WS21032,1,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 15:30:00#2,2021-02-01 15:30:00,WS21032,2,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 15:38:00#3,2021-02-01 15:38:00,WS21032,3,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 18:08:00#EK_IN,2021-02-01 18:08:00,WS21032,EK_IN,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 18:26:00#EK_MID,2021-02-01 18:26:00,WS21032,EK_MID,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 18:40:00#EK_OFF,2021-02-01 18:40:00,WS21032,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 21:01:00#4,2021-02-01 21:01:00,WS21032,4,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 21:11:00#5,2021-02-01 21:11:00,WS21032,5,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 23:19:00#UK_IN,2021-02-01 23:19:00,WS21032,UK_IN,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 23:28:00#UK_MID,2021-02-01 23:28:00,WS21032,UK_MID,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-01 23:39:00#UK_OFF,2021-02-01 23:39:00,WS21032,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 01:30:00#7,2021-02-02 01:30:00,WS21032,7,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 01:42:00#8,2021-02-02 01:42:00,WS21032,8,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 02:36:00#11,2021-02-02 02:36:00,WS21032,11,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 02:57:00#10,2021-02-02 02:57:00,WS21032,10,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 04:28:00#13,2021-02-02 04:28:00,WS21032,13,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 04:43:00#14,2021-02-02 04:43:00,WS21032,14,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 06:13:00#16,2021-02-02 06:13:00,WS21032,16,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 06:29:00#17,2021-02-02 06:29:00,WS21032,17,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 08:22:00#19,2021-02-02 08:22:00,WS21032,19,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-02 08:38:00#20,2021-02-02 08:38:00,WS21032,20,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 02:40:00#24,2021-02-07 02:40:00,WS21032,24,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 03:01:00#23,2021-02-07 03:01:00,WS21032,23,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 03:15:00#22,2021-02-07 03:15:00,WS21032,22,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 03:39:00#22.5,2021-02-07 03:39:00,WS21032,22.5,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 04:31:00#WS,2021-02-07 04:31:00,WS21032,WS,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 06:37:00#21LK,2021-02-07 06:37:00,WS21032,21LK,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 07:11:00#21.5,2021-02-07 07:11:00,WS21032,21.5,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 08:39:00#18,2021-02-07 08:39:00,WS21032,18,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 09:55:00#15,2021-02-07 09:55:00,WS21032,15,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 10:25:00#15.5,2021-02-07 10:25:00,WS21032,15.5,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 11:59:00#12,2021-02-07 11:59:00,WS21032,12,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 13:05:00#9.5,2021-02-07 13:05:00,WS21032,9.5,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 13:46:00#9,2021-02-07 13:46:00,WS21032,9,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 16:46:00#MR,2021-02-07 16:46:00,WS21032,MR,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 17:30:00#6.5,2021-02-07 17:30:00,WS21032,6.5,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 17:44:00#6,2021-02-07 17:44:00,WS21032,6,1,1,1,1,1,1,1,1,1,1
WS21032#2021-02-07 17:54:00#5.5,2021-02-07 17:54:00,WS21032,5.5,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-03 18:06:00#1,2021-04-03 18:06:00,WS21093,1,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-03 18:19:00#2,2021-04-03 18:19:00,WS21093,2,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-03 18:47:00#3,2021-04-03 18:47:00,WS21093,3,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-03 21:07:00#EK_IN,2021-04-03 21:07:00,WS21093,EK_IN,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-03 21:24:00#EK_MID,2021-04-03 21:24:00,WS21093,EK_MID,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-03 21:37:00#EK_OFF,2021-04-03 21:37:00,WS21093,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-03 23:46:00#4,2021-04-03 23:46:00,WS21093,4,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-03 23:58:00#5,2021-04-03 23:58:00,WS21093,5,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 01:41:00#UK_MID,2021-04-04 01:41:00,WS21093,UK_MID,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 01:51:00#UK_OFF,2021-04-04 01:51:00,WS21093,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 02:12:00#UK_IN,2021-04-04 02:12:00,WS21093,UK_IN,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 03:36:00#7,2021-04-04 03:36:00,WS21093,7,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 04:06:00#8,2021-04-04 04:06:00,WS21093,8,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 04:42:00#11,2021-04-04 04:42:00,WS21093,11,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 05:01:00#10,2021-04-04 05:01:00,WS21093,10,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 06:17:00#13,2021-04-04 06:17:00,WS21093,13,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 06:34:00#14,2021-04-04 06:34:00,WS21093,14,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 07:36:00#17,2021-04-04 07:36:00,WS21093,17,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-04 07:52:00#16,2021-04-04 07:52:00,WS21093,16,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 18:13:00#24,2021-04-08 18:13:00,WS21093,24,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 18:31:00#23,2021-04-08 18:31:00,WS21093,23,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 18:44:00#22,2021-04-08 18:44:00,WS21093,22,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 19:09:00#22.5,2021-04-08 19:09:00,WS21093,22.5,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 20:01:00#WS,2021-04-08 20:01:00,WS21093,WS,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 22:01:00#21.5,2021-04-08 22:01:00,WS21093,21.5,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 22:32:00#21LK,2021-04-08 22:32:00,WS21093,21LK,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 23:21:00#20,2021-04-08 23:21:00,WS21093,20,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-08 23:39:00#19,2021-04-08 23:39:00,WS21093,19,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 01:10:00#18,2021-04-09 01:10:00,WS21093,18,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 02:23:00#15.5,2021-04-09 02:23:00,WS21093,15.5,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 02:49:00#15,2021-04-09 02:49:00,WS21093,15,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 03:57:00#12,2021-04-09 03:57:00,WS21093,12,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 05:01:00#9.5,2021-04-09 05:01:00,WS21093,9.5,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 05:26:00#9,2021-04-09 05:26:00,WS21093,9,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 08:28:00#MR,2021-04-09 08:28:00,WS21093,MR,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 09:33:00#6.5,2021-04-09 09:33:00,WS21093,6.5,1,1,1,1,1,1,1,1,1,1
WS21093#2021-04-09 09:47:00#6,2021-04-09 09:47:00,WS21093,6,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 07:04:00#1,2021-05-31 07:04:00,WS21151,1,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 07:17:00#2,2021-05-31 07:17:00,WS21151,2,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 07:33:00#3,2021-05-31 07:33:00,WS21151,3,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 10:25:00#EK_OFF,2021-05-31 10:25:00,WS21151,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 10:40:00#EK_MID,2021-05-31 10:40:00,WS21151,EK_MID,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 10:55:00#EK_IN,2021-05-31 10:55:00,WS21151,EK_IN,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 12:52:00#4,2021-05-31 12:52:00,WS21151,4,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 13:04:00#5,2021-05-31 13:04:00,WS21151,5,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 14:10:00#MR,2021-05-31 14:10:00,WS21151,MR,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 15:35:00#UK_OFF,2021-05-31 15:35:00,WS21151,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 15:47:00#UK_MID,2021-05-31 15:47:00,WS21151,UK_MID,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 15:56:00#UK_IN,2021-05-31 15:56:00,WS21151,UK_IN,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 17:31:00#7,2021-05-31 17:31:00,WS21151,7,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 17:50:00#8,2021-05-31 17:50:00,WS21151,8,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 18:10:00#9,2021-05-31 18:10:00,WS21151,9,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 18:56:00#9.5,2021-05-31 18:56:00,WS21151,9.5,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 20:12:00#12,2021-05-31 20:12:00,WS21151,12,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 20:42:00#11,2021-05-31 20:42:00,WS21151,11,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 21:01:00#10,2021-05-31 21:01:00,WS21151,10,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 22:23:00#13,2021-05-31 22:23:00,WS21151,13,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 22:36:00#14,2021-05-31 22:36:00,WS21151,14,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 22:50:00#15,2021-05-31 22:50:00,WS21151,15,1,1,1,1,1,1,1,1,1,1
WS21151#2021-05-31 23:15:00#15.5,2021-05-31 23:15:00,WS21151,15.5,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 00:22:00#18,2021-06-01 00:22:00,WS21151,18,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 02:47:00#19,2021-06-01 02:47:00,WS21151,19,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 03:05:00#20,2021-06-01 03:05:00,WS21151,20,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 03:28:00#21LK,2021-06-01 03:28:00,WS21151,21LK,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 04:07:00#21.5,2021-06-01 04:07:00,WS21151,21.5,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 06:12:00#WS,2021-06-01 06:12:00,WS21151,WS,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 07:14:00#22.5,2021-06-01 07:14:00,WS21151,22.5,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 07:38:00#22,2021-06-01 07:38:00,WS21151,22,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 07:51:00#23,2021-06-01 07:51:00,WS21151,23,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-01 08:13:00#24,2021-06-01 08:13:00,WS21151,24,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-06 12:58:00#6.5,2021-06-06 12:58:00,WS21151,6.5,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-06 13:11:00#6,2021-06-06 13:11:00,WS21151,6,1,1,1,1,1,1,1,1,1,1
WS21151#2021-06-06 13:21:00#5.5,2021-06-06 13:21:00,WS21151,5.5,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 07:07:00#1,2021-07-31 07:07:00,WS21212,1,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 07:41:00#2,2021-07-31 07:41:00,WS21212,2,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 07:56:00#3,2021-07-31 07:56:00,WS21212,3,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 10:30:00#EK_IN,2021-07-31 10:30:00,WS21212,EK_IN,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 10:47:00#EK_MID,2021-07-31 10:47:00,WS21212,EK_MID,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 11:02:00#EK_OFF,2021-07-31 11:02:00,WS21212,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 13:23:00#4,2021-07-31 13:23:00,WS21212,4,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 13:35:00#5,2021-07-31 13:35:00,WS21212,5,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 15:15:00#MR,2021-07-31 15:15:00,WS21212,MR,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 16:53:00#UK_OFF,2021-07-31 16:53:00,WS21212,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 17:06:00#UK_MID,2021-07-31 17:06:00,WS21212,UK_MID,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 17:15:00#UK_IN,2021-07-31 17:15:00,WS21212,UK_IN,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 18:58:00#7,2021-07-31 18:58:00,WS21212,7,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 19:17:00#8,2021-07-31 19:17:00,WS21212,8,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 19:41:00#9,2021-07-31 19:41:00,WS21212,9,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 22:18:00#9.5,2021-07-31 22:18:00,WS21212,9.5,1,1,1,1,1,1,1,1,1,1
WS21212#2021-07-31 23:50:00#12,2021-07-31 23:50:00,WS21212,12,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 00:17:00#11,2021-08-01 00:17:00,WS21212,11,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 00:36:00#10,2021-08-01 00:36:00,WS21212,10,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 02:06:00#13,2021-08-01 02:06:00,WS21212,13,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 02:21:00#14,2021-08-01 02:21:00,WS21212,14,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 02:34:00#15,2021-08-01 02:34:00,WS21212,15,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 02:59:00#15.5,2021-08-01 02:59:00,WS21212,15.5,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 04:26:00#18,2021-08-01 04:26:00,WS21212,18,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 04:50:00#17,2021-08-01 04:50:00,WS21212,17,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 05:08:00#16,2021-08-01 05:08:00,WS21212,16,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 05:08:00#19,2021-08-01 05:08:00,WS21212,19,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 07:24:00#20,2021-08-01 07:24:00,WS21212,20,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 07:51:00#21LK,2021-08-01 07:51:00,WS21212,21LK,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 08:26:00#21.5,2021-08-01 08:26:00,WS21212,21.5,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 10:52:00#WS,2021-08-01 10:52:00,WS21212,WS,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 12:06:00#22.5,2021-08-01 12:06:00,WS21212,22.5,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 12:30:00#22,2021-08-01 12:30:00,WS21212,22,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 12:43:00#23,2021-08-01 12:43:00,WS21212,23,1,1,1,1,1,1,1,1,1,1
WS21212#2021-08-01 13:05:00#24,2021-08-01 13:05:00,WS21212,24,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 12:50:00#1,2021-10-05 12:50:00,WS21278,1,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 13:15:00#2,2021-10-05 13:15:00,WS21278,2,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 13:32:00#3,2021-10-05 13:32:00,WS21278,3,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 16:02:00#EK_IN,2021-10-05 16:02:00,WS21278,EK_IN,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 16:18:00#EK_MID,2021-10-05 16:18:00,WS21278,EK_MID,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 16:35:00#EK_OFF,2021-10-05 16:35:00,WS21278,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 18:45:00#6.5,2021-10-05 18:45:00,WS21278,6.5,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 18:58:00#6,2021-10-05 18:58:00,WS21278,6,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 19:08:00#5.5,2021-10-05 19:08:00,WS21278,5.5,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 20:09:00#MR,2021-10-05 20:09:00,WS21278,MR,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 22:42:00#UK_IN,2021-10-05 22:42:00,WS21278,UK_IN,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 22:47:00#UK_MID,2021-10-05 22:47:00,WS21278,UK_MID,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-05 22:59:00#UK_OFF,2021-10-05 22:59:00,WS21278,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 01:01:00#9.5,2021-10-06 01:01:00,WS21278,9.5,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 01:51:00#9,2021-10-06 01:51:00,WS21278,9,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 02:17:00#8,2021-10-06 02:17:00,WS21278,8,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 02:28:00#7,2021-10-06 02:28:00,WS21278,7,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 03:45:00#10,2021-10-06 03:45:00,WS21278,10,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 04:08:00#11,2021-10-06 04:08:00,WS21278,11,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 04:42:00#12,2021-10-06 04:42:00,WS21278,12,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 06:00:00#15.5,2021-10-06 06:00:00,WS21278,15.5,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 06:25:00#15,2021-10-06 06:25:00,WS21278,15,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 06:38:00#14,2021-10-06 06:38:00,WS21278,14,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 06:51:00#13,2021-10-06 06:51:00,WS21278,13,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 08:16:00#18,2021-10-06 08:16:00,WS21278,18,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 08:53:00#17,2021-10-06 08:53:00,WS21278,17,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 09:12:00#16,2021-10-06 09:12:00,WS21278,16,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 10:58:00#19,2021-10-06 10:58:00,WS21278,19,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 11:11:00#20,2021-10-06 11:11:00,WS21278,20,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 11:39:00#21LK,2021-10-06 11:39:00,WS21278,21LK,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 12:33:00#21.5,2021-10-06 12:33:00,WS21278,21.5,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 14:48:00#WS,2021-10-06 14:48:00,WS21278,WS,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 16:23:00#22.5,2021-10-06 16:23:00,WS21278,22.5,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 16:47:00#22,2021-10-06 16:47:00,WS21278,22,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 17:00:00#23,2021-10-06 17:00:00,WS21278,23,1,1,1,1,1,1,1,1,1,1
WS21278#2021-10-06 17:22:00#24,2021-10-06 17:22:00,WS21278,24,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 13:05:00#1,2021-12-04 13:05:00,WS21338,1,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 13:32:00#2,2021-12-04 13:32:00,WS21338,2,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 13:51:00#3,2021-12-04 13:51:00,WS21338,3,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 16:50:00#EK_OFF,2021-12-04 16:50:00,WS21338,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 17:03:00#EK_MID,2021-12-04 17:03:00,WS21338,EK_MID,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 17:18:00#EK_IN,2021-12-04 17:18:00,WS21338,EK_IN,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 19:49:00#6.5,2021-12-04 19:49:00,WS21338,6.5,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 20:02:00#6,2021-12-04 20:02:00,WS21338,6,1,1,1,1,1,1,1,1,1,1
